Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Radix,FALSE,,,,,,,Less30,,,,,76525,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,,Other Non-Insect
Radotanypus,FALSE,4,PR,multi,GENE,,warm,,20.66,23.67,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,,Chironomidae
Ramellogammarus,FALSE,4,SH,uni,BRAC,,cowa,,19.92,22.71,,,93953,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,,Other Non-Insect
Rhabdomastix,FALSE,3,SH,semi,SPEC,,cold,,15.26,19.95,,,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,,Diptera
Rhabdomastix (Lurdia),FALSE,NA,SH,semi,SPEC,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,,Diptera
Rheocricotopus,FALSE,4,CG,multi,GENE,,eurythermal,,17.78,23.23,,,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,,Chironomidae
Rheosmittia,FALSE,NA,UNKN,multi,SPEC,TRUE,,Less30,,,,,129107,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheosmittia,,,,,,Chironomidae
Rheotanytarsus,FALSE,4,CF,multi,RHEO,,warm,,20.35,24.25,,,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,,Chironomidae
Rhips,FALSE,,,,,,,,,,,,,Animalia,Nemertea,,,,,,,,,,,,,,,,,Other Non-Insect
Rhithrogena,FALSE,4,SC,uni,RHEO,,cool,,15.94,21.84,,,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,,Ephemeroptera
Rhizelmis,FALSE,1i,CG,semi,SPEC,TRUE,,Less30,,,,,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,,Coleoptera
Rhyacodrilinae,FALSE,,,,,,,Less30,,,,,974287,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,,,,,,,Oligochaeta
Rhyacodrilus,FALSE,,,,,,,Less30,,,,,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,,Oligochaeta
Rhyacophila,FALSE,3,PR,UNKN,RHEO,,cool,,16.41,21.33,,yes,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,,Trichoptera
Rhyacophila Alberta Group,FALSE,2,PR,semi,RHEO,TRUE,cold,,15.01,18.84,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,,Trichoptera
Rhyacophila Angelita Group,FALSE,3,PR,uni,RHEO,,cool,,17.64,20.83,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,,Trichoptera
Rhyacophila arnaudi,FALSE,3,PR,uni,RHEO,,cool,,18.12,20.96,,,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi,Trichoptera
Rhyacophila atrata complex,FALSE,3,PR,uni,RHEO,,cold,,14.52,18.91,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,,Trichoptera
Rhyacophila Basalis Group,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,,Trichoptera
Rhyacophila Betteni Group,FALSE,3,PR,semi,RHEO,,cool,,16.44,20.60,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,,Trichoptera
Rhyacophila blarina,FALSE,3,PR,uni,RHEO,,cool,,18.58,20.91,,,115153,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina,Trichoptera
Rhyacophila Brunnea/Vemna Groups,FALSE,4,PR,semi,RHEO,,cool,,16.51,20.49,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,,Trichoptera
Rhyacophila Coloradensis Group,FALSE,2,PR,uni,RHEO,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,,Trichoptera
Rhyacophila Grandis Group,FALSE,3,PR,semi,HEAD,TRUE,cold,,16.42,19.48,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,,Trichoptera
Rhyacophila Hyalinata Group,FALSE,2,PR,semi,RHEO,,cool,,14.76,20.23,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,,Trichoptera
Rhyacophila malkini,FALSE,3,PR,uni,RHEO,,warm,,22.52,24.54,,,115181,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,malkini,Trichoptera
Rhyacophila narvae,FALSE,3,PR,uni,RHEO,,cool,,16.54,20.25,,,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae,Trichoptera
Rhyacophila Nevadensis Group,FALSE,2,PR,uni,RHEO,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,,Trichoptera
Rhyacophila Oreta Group,FALSE,1i,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,,Trichoptera
Rhyacophila Rotunda Group,FALSE,1i,PR,semi,HEAD,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,,Trichoptera
Rhyacophila Sibirica Group,FALSE,3,,,,,cold,,13.70,19.52,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,,Trichoptera
Rhyacophila Vagrita Group,FALSE,2,PR,uni,RHEO,,stenoc,,14.64,17.86,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,,Trichoptera
Rhyacophila Verrula Group,FALSE,2,MH,semi,SPEC,TRUE,stenoc,,12.08,18.78,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,,Trichoptera
Rhyacophila vetina complex,FALSE,1i,PR,uni,HEAD,TRUE,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,,Trichoptera
Rhyacophila Viquaea Group,FALSE,1i,PR,semi,HEAD,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,,Trichoptera
Rhyacophila Visor Group,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,,Trichoptera
Rhyacophila Vofixa Group,FALSE,2,PR,semi,RHEO,TRUE,stenoc,,13.05,17.26,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,,Trichoptera
Rhynchelmis,FALSE,,,,,,cool,,18.04,19.64,,,68463,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Rhynchelmis,,,,,,Oligochaeta
Rhynchobdellida,FALSE,,,,,,,,21.44,25.33,,,69295,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,,,,,,,,,,,Other Non-Insect
Robackia,FALSE,NA,CG,multi,RIVE,TRUE,,Less30,,,,,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,,Chironomidae
Roederiodes,FALSE,,,,,,cool,,18.06,20.90,,,135893,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Roederiodes,,,,,,Diptera
Saetheria,FALSE,NA,CG,multi,GENE,TRUE,,Less30,,,,,129735,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,,Chironomidae
Salmoperla sylvanica,FALSE,,,,,,,Less30,,,,,103192,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Salmoperla,,,,,sylvanica,Plecoptera
Sanfilippodytes,FALSE,NA,PR,uni,GENE,,cool,,18.42,21.29,,,728253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Sanfilippodytes,,,,,,Coleoptera
Sciomyzidae,FALSE,4,PR,multi,GENE,,,Less30,,,,,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,,Diptera
Scirtidae,FALSE,NA,SC,uni,SPEC,TRUE,,Less30,,,,,113924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Scirtidae,,,,,,,,,,Coleoptera
Sergentia,FALSE,NA,CG,multi,GENE,,,Less30,,,,,129739,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,,Chironomidae
Serratella levis,FALSE,1m,CG,uni,RHEO,TRUE,,Less30,,,,,568638,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,levis,Ephemeroptera
Serratella micheneri,FALSE,4,CG,uni,RHEO,,,Less30,,,,,568639,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,micheneri,Ephemeroptera
Setvena,FALSE,1i,PR,semi,HEAD,TRUE,stenoc,,10.64,14.56,,,103193,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,,Plecoptera
Sialis,FALSE,4,PR,semi,GENE,,warm,,19.91,24.13,,,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,,Megaloptera
Sierraperla,FALSE,,,,,,,Less30,,,,,102514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Sierraperla,,,,,,Plecoptera
Simuliidae,FALSE,4,CF,uni,RHEO,,eurythermal,,18.69,22.82,,yes,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,,Diptera
Simulium,FALSE,4,CF,multi,RHEO,,eurythermal,,18.75,22.92,eurythermal,,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,,Diptera
Siphlonuridae,FALSE,,,,,,,Less30,,,,,100951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,,,,,,,Ephemeroptera
Siphlonurus,FALSE,NA,CG,uni,GENE,,,Less30,,,,,100953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Siphlonurus,,,,,,Ephemeroptera
Sisyridae,FALSE,,,,,,,Less30,,,,,115085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,,,,,,Neuroptera
Skwala,FALSE,3,PR,uni,RHEO,,cowa,,18.72,22.77,,,103102,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Skwala,,,,,,Plecoptera
Slavina,FALSE,,,,,,,Less30,,,,,68855,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Slavina,,,,,,Oligochaeta
Smittia,FALSE,NA,CG,multi,UNKN,,,Less30,,,,,129110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Smittia,,,,,,Chironomidae
Soliperla,FALSE,2,SH,semi,HEAD,TRUE,cold,,16.10,19.77,,,103142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,Soliperla,,,,,,Plecoptera
Soyedina,FALSE,3,SH,uni,RHEO,,cool,,17.19,19.98,,,102556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Soyedina,,,,,,Plecoptera
Specaria,FALSE,,,,,,,Less30,,,,,68984,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Specaria,,,,,,Oligochaeta
Sperchon,FALSE,,,,,,eurythermal,,18.27,23.15,,,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,,Other Non-Insect
Sperchonopsis,FALSE,,,,,,eurythermal,,17.91,22.12,,,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,,Other Non-Insect
Sperchontidae,FALSE,,,,,,eurythermal,,17.93,22.67,,,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,,Other Non-Insect
Sphaeriidae,FALSE,4,CF,semi,GENE,,warm,,19.85,23.83,,,81389,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,,,,,,,Other Non-Insect
Sphaerium,FALSE,4,CF,semi,GENE,,,Less30,,,,,81391,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Sphaerium,,,,,,Other Non-Insect
Sphaeromatidae,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeomatidae,,,,,,,,,,Other Non-Insect
Spirosperma,FALSE,,,,,,eurythermal,,17.84,23.08,,,68780,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Spirosperma,,,,,,Oligochaeta
Stactobiella,FALSE,,,,,,,Less30,,,,,115817,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,,Trichoptera
Stegopterna,FALSE,,,,,,,Less30,,,,,126761,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Stegopterna,,,,,,Diptera
Stempellina,FALSE,3,CG,multi,GENE,,eurythermal,,17.61,23.07,,,129962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,,Chironomidae
Stempellinella,FALSE,4,CG,multi,GENE,,eurythermal,,17.18,22.88,,,129969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,,Chironomidae
Stenacron,FALSE,,,,,,,Less30,,,,,100713,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Stenacron,,,,,,Ephemeroptera
Stenelmis,FALSE,,,,,,,Less30,,,,,114095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Stenelmis,,,,,,Coleoptera
Stenochironomus,FALSE,4,SH,multi,GENE,,warm,,22.09,24.77,,,129746,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,,Chironomidae
Stictochironomus,FALSE,4,CG,multi,GENE,,warm,,21.53,25.35,,,129785,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,,,,Chironomidae
Stictocladius,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stictocladius,,,,,,Chironomidae
Stilocladius,FALSE,3,CG,multi,RHEO,,cold,,15.79,19.62,,,129152,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stilocladius,,,,,,Chironomidae
Stratiomyidae,FALSE,4,CG,UNKN,RHEO,,warm,,22.03,24.97,,,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,,Diptera
Stygobromus,FALSE,1i,CG,multi,SPEC,TRUE,,Less30,,,,,93861,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Stygobromus,,,,,,Other Non-Insect
Stygomomonia,FALSE,,,,,,,Less30,,,,,83471,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,,Other Non-Insect
Stygothrombiidae,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,,Other Non-Insect
Stygothrombium,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,,Other Non-Insect
Stylaria,FALSE,,,,,,,Less30,,,,,68871,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Stylaria,,,,,,Oligochaeta
Stylodrilus,FALSE,,,,,,cool,,18.00,20.58,,,68450,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Stylodrilus,,,,,,Oligochaeta
Stylurus olivaceus,FALSE,,,,,,,,,,,,593023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Stylurus,,,,,olivaceus,Odonata
Sublettea,FALSE,3,UNKN,multi,DEPO,,cowa,,20.51,23.38,,,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,,Chironomidae
Sweltsa,FALSE,4,PR,uni,RHEO,,cool,,17.02,20.97,cool,,103273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Sweltsa,,,,,,Plecoptera
Symbiocladius,FALSE,NA,PA,multi,RHEO,,,Less30,,,,,129156,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Symbiocladius,,,,,,Chironomidae
Sympotthastia,FALSE,,,,,,,Less30,,,,,128426,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Sympotthastia,,,,,,Chironomidae
Synorthocladius,FALSE,4,CG,multi,RHEO,,cowa,,18.91,23.17,,,129161,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,,,,Chironomidae
Syrphidae,FALSE,NA,CG,UNKN,GENE,,,Less30,,,,,139621,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,,,,,,,,,,Diptera
Tabanidae,FALSE,4,PR,uni,GENE,,warm,,19.96,23.60,,,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,,Diptera
Taeniopterygidae,FALSE,2,SH,uni,RHEO,,cold,,12.97,17.51,,,102788,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,,,,,,,,,,Plecoptera
Taeniopteryx,FALSE,NA,SH,uni,RHEO,,,Less30,,,,,102789,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,Taeniopteryginae,,,Taeniopteryx,,,,,,Plecoptera
Tanyderidae,FALSE,1i,UNKN,UNKN,SPEC,TRUE,,Less30,,,,,125799,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,,Diptera
Tanypodinae,FALSE,4,PR,multi,GENE,,eurythermal,,19.06,23.15,,yes,127994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,,,,,,,Chironomidae
Tanypus,FALSE,NA,PR,multi,GENE,,,Less30,,,,,128324,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Tanypodini,,Tanypus,,,,,,Chironomidae
Tanytarsini,FALSE,4,CF,multi,GENE,,eurythermal,,18.64,23.47,,yes,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,,Chironomidae
Tanytarsus,FALSE,4,CF,multi,GENE,,warm,,19.95,24.46,,,129978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,,,,Chironomidae
Tartarothyas,FALSE,,,,,,,Less30,,,,,895797,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Tartarothyas,,,,,,Other Non-Insect
Telmatodrilus vejdovskyi,FALSE,,,,,,,Less30,,,,,68760,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Telmatodrilinae,,,Telmatodrilus,,,,,vejdovskyi,Oligochaeta
Testudacarus,FALSE,,,,,,cool,,14.46,20.46,,,83250,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,,Other Non-Insect
Teutonia,FALSE,,,,,,,,,,,,83235,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Teutoniidae,,,,Teutonia,,,,,,Other Non-Insect
Thaumaleidae,FALSE,3,SC,UNKN,SPEC,,cold,,14.73,19.14,,,126624,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,,Diptera
Thienemannia,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,,Chironomidae
Thienemanniella,FALSE,3,CG,multi,GENE,,eurythermal,,19.18,24.00,,,129182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,,,,Chironomidae
Thienemannimyia Group,FALSE,4,PR,multi,GENE,,warm,,20.24,23.97,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,,Chironomidae
Thremmatidae,FALSE,3,SC,uni,RHEO,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,,,,,,,Trichoptera
Thyas,FALSE,,,,,,,Less30,,,,,83190,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,Thyas,,,,,,Other Non-Insect
Thyasidae,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,,,,,,,Other Non-Insect
Thyopsella,FALSE,,,,,,,Less30,,,,,83202,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsella,,,,,,Other Non-Insect
Thyopsis,FALSE,,,,,,,Less30,,,,,83205,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsis,,,,,,Other Non-Insect
Timpanoga hecuba,FALSE,3,CG,uni,DEPO,TRUE,cowa,,18.74,22.05,,,101317,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Timpanoga,,,,,,Ephemeroptera
Timpanoginae,FALSE,,,,,,,,,,,,101317,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,,,,,,,Ephemeroptera
