Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Serromyia,FALSE,,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Setvena,FALSE,,Setvena,Setvena,Setvena,DNI
Setvena bradleyi,FALSE,,Setvena,Setvena,Setvena,DNI
Setvena tibialis,TRUE,????  BAD ID?????,DNI,DNI,DNI,DNI
Sialidae,FALSE,Protosialis-is more eastern,Sialis,Sialis,Sialis,Sialis
Sialis,FALSE,,Sialis,Sialis,Sialis,Sialis
Sialis californica,FALSE,,Sialis,Sialis,Sialis,Sialis
Sialis occidens,FALSE,,Sialis,Sialis,Sialis,Sialis
Sialis rotunda,FALSE,,Sialis,Sialis,Sialis,Sialis
Sida,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Sierraperla,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI
Sierraperla cora,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI
Sigara,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Silvius,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Simnia,TRUE,Marine,DNI,DNI,DNI,DNI
Simocephalus vetulus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Simuliidae,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Simuliidae-pupae,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Simuliini,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Simulium,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium (Eusimulium),FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium (Nevermannia),FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium arcticum,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium arcticum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium arcticum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium argus,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium bivittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium canadense,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium carbunculum,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium defoliarti,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium Malyschevi Group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium piperi,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium pugetense,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium saxosum,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium tuberosum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium tuberosum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium venustum,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium Venustum Group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium virgatum,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium vittatum complex,FALSE,,Simulium,Simulium,Simulium,Simulium
Simulium vittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium
Simyra,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Sinotipula,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Siphlonuridae,FALSE,,DNI,Siphlonuridae,Siphlonuridae,DNI
Siphlonurus,FALSE,,DNI,Siphlonurus,Siphlonurus,DNI
Sisyra,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI
Sisyridae,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI
Skenea,TRUE,Marine,DNI,DNI,DNI,DNI
Skwala,FALSE,,Skwala,Skwala,Skwala,Skwala
Skwala americana,FALSE,,Skwala,Skwala,Skwala,Skwala
Skwala curvata,FALSE,,Skwala,Skwala,Skwala,Skwala
Slavina,FALSE,,Naidinae,Slavina,Oligochaeta,Naidinae
Slavina appendiculata,FALSE,,Naidinae,Slavina,Oligochaeta,Naidinae
Smittia,FALSE,,DNI,Smittia,Smittia,DNI
Soliperla,FALSE,,Soliperla,Soliperla,Soliperla,Soliperla
Somatochlora,FALSE,,DNI,Corduliidae,Corduliidae,DNI
Soyedina,FALSE,,Soyedina,Soyedina,Soyedina,Soyedina
Sparganophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Specaria,FALSE,,Naidinae,Specaria,Oligochaeta,Naidinae
Sperchon,FALSE,,Sperchon,Sperchon,Trombidiformes,Sperchon
Sperchon/Sperchonopsis,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI
Sperchonidae,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI
Sperchonopsis,FALSE,,Sperchonopsis,Sperchonopsis,Trombidiformes,Sperchonopsis
Sperchontidae,FALSE,,DNI,Sperchontidae,Trombidiformes,DNI
Sperchopsis,FALSE,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae
Sphaeridiinae,TRUE,Terrestrial beetles,DNI,DNI,DNI,DNI
Sphaeriidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Sphaerium,FALSE,,Sphaeriidae,Sphaerium,Sphaerium,Sphaeriidae
Sphaeroceridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Sphaerodoridae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Sphaeromatidae,FALSE,,DNI,Sphaeromatidae,Sphaeromatidae,DNI
Sphaeromias,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Spirosperma,FALSE,,Tubificinae,Spirosperma,Oligochaeta,Tubificinae
Spirosperma nikolskyi,FALSE,,Tubificinae,Spirosperma,Oligochaeta,Tubificinae
Spongillidae,TRUE,Porifera excluded,DNI,DNI,DNI,DNI
Stactobiella,FALSE,,DNI,Stactobiella,Stactobiella,DNI
Stagnicola,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Staphylinidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Stegopterna,FALSE,,DNI,Stegopterna,Stegopterna,DNI
Stempellina,FALSE,,Stempellina,Stempellina,Stempellina,Stempellina
Stempellinella,FALSE,,Stempellinella,Stempellinella,Stempellinella,Stempellinella
Stempellinella/Zavrelia,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI
Stenacron,FALSE,,DNI,Stenacron,Stenacron,DNI
Stenelmis,FALSE,,DNI,Stenelmis,Stenelmis,DNI
Stenochironomus,FALSE,,DNI,Stenochironomus,Stenochironomus,DNI
Stenonema,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Stenonema terminatum,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI
Stictochironomus,FALSE,,Stictochironomus,Stictochironomus,Stictochironomus,Stictochironomus
Stictocladius,FALSE,,DNI,Stictocladius,Stictocladius,DNI
Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus griseostriatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus striatellus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus/Boreonectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,DNI
Stilobezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Stilocladius,FALSE,,Stilocladius,Stilocladius,Stilocladius,DNI
Stratiomyidae,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI
Stratiomys,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI
Stygobromus,FALSE,,DNI,Stygobromus,Stygobromus,DNI
Stygomomonia,FALSE,,DNI,Stygomomonia,Trombidiformes,DNI
Stygothrombidiidae,FALSE,spelling and formatting,DNI,Stygothrombiidae,Trombidiformes,DNI
Stygothrombiidae,FALSE,spelling and formatting,DNI,Stygothrombiidae,Trombidiformes,DNI
Stygothrombium,FALSE,,DNI,Stygothrombium,Trombidiformes,DNI
Stylaria,FALSE,,Naidinae,Stylaria,Oligochaeta,Naidinae
Stylaria lacustris,FALSE,,Naidinae,Stylaria,Oligochaeta,Naidinae
Stylodrilus,FALSE,,Lumbriculidae,Stylodrilus,Oligochaeta,Lumbriculidae
Stylodrilus heringianus,FALSE,,Lumbriculidae,Stylodrilus,Oligochaeta,Lumbriculidae
Stylurus,FALSE,,DNI,Stylurus olivaceus,Stylurus olivaceus,DNI
Stylurus olivaceus,FALSE,,DNI,Stylurus olivaceus,Stylurus olivaceus,DNI
Sublettea,FALSE,,Sublettea,Sublettea,Sublettea,DNI
Sublettea coffmani,FALSE,,Sublettea,Sublettea,Sublettea,DNI
Suwallia,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Suwallia autumna,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Suwallia forcipata,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Suwalliini,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI
Sweltsa,FALSE,,Sweltsa,Sweltsa,Sweltsa,Sweltsa
Sweltsa adamantea,FALSE,,Sweltsa,Sweltsa,Sweltsa,Sweltsa
Symbiocladius,FALSE,,DNI,Symbiocladius,Symbiocladius,DNI
Sympetrum,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Symplecta,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI
Symplectra,FALSE,spelling error ,DNI,Limoniidae,Limoniidae,DNI
Sympotthastia,FALSE,,DNI,Sympotthastia,Sympotthastia,DNI
Synorthocladius,FALSE,,Synorthocladius,Synorthocladius,Synorthocladius,Synorthocladius
Syrphidae,FALSE,,DNI,Syrphidae,Syrphidae,DNI
Tabanidae,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Tabanus,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Taenionema,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taenionema californicum,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taenionema pallidum,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taeniopterygidae,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taeniopteryx,FALSE,,Taeniopterygidae,Taeniopteryx,Taeniopteryx,Taeniopterygidae
Taeniopteryx nivalis,FALSE,,Taeniopterygidae,Taeniopteryx,Taeniopteryx,Taeniopterygidae
Talitridae,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Tanyderidae,FALSE,,DNI,Tanyderidae,Tanyderidae,DNI
Tanypodinae,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI
Tanypus,FALSE,,DNI,Tanypus,Tanypus,DNI
Tanytarsini,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI
Tanytarsus,FALSE,,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus
Tartarothyas,FALSE,,DNI,Tartarothyas,Trombidiformes,DNI
Telmatodrilus vejdovskyi,FALSE,,DNI,Telmatodrilus vejdovskyi,Oligochaeta,DNI
Telopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Tenebrionidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Testudacarus,FALSE,,Testudacarus,Testudacarus,Trombidiformes,Testudacarus
Teutonia,FALSE,,DNI,Teutonia,Trombidiformes,DNI
Thaumalea,FALSE,,Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae
Thaumaleidae,FALSE,,Thaumaleidae,Thaumaleidae,Thaumaleidae,Thaumaleidae
Thermonectus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Theromyzon,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Thienemannia,FALSE,,DNI,Thienemannia,Thienemannia,DNI
Thienemannia gracilis,FALSE,,DNI,Thienemannia,Thienemannia,DNI
Thienemanniella,FALSE,,Thienemanniella,Thienemanniella,Thienemanniella,Thienemanniella
Thienemannimyia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia complex,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Genus Gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Gr.,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia group,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Group,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia senata,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemanniola,FALSE,,DNI,Chironomidae,Chironomidae,DNI
Thremmatidae,FALSE,,DNI,Thremmatidae,Thremmatidae,DNI
Thyas,FALSE,,DNI,Thyas,Trombidiformes,DNI
Thyasidae,FALSE,,DNI,Thyasidae,Trombidiformes,DNI
Thyopsella,FALSE,,DNI,Thyopsella,Trombidiformes,DNI
Thyopsis,FALSE,,DNI,Thyopsis,Trombidiformes,DNI
Timpanoga,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba hecuba,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoginae,FALSE,,DNI,Timpanoginae,Timpanoginae,DNI
Tinodes,FALSE,,DNI,Tinodes,Tinodes,DNI
Tipula,FALSE,,Tipula,Tipula,Tipula,Tipula
Tipula (Tipula),FALSE,,Tipula,Tipula,Tipula,Tipula
Tipula arnaudi,FALSE,,Tipula,Tipula,Tipula,Tipula
Tipula dis,FALSE,,Tipula,Tipula,Tipula,Tipula
Tipulidae,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Tipulidae sp. MAA#01,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Tipulidae sp. MAA#02,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Tipulidae/Limoniidae/Pedicidiidae/Cylindrotomidae,FALSE,,DNI,Nematocera,Nematocera,DNI
Tipuloidea,FALSE,,DNI,Nematocera,Nematocera,DNI
Todothyas,FALSE,,DNI,Parathyas,Trombidiformes,DNI
Tokunagaia,FALSE,,DNI,Tokunagaia,Tokunagaia,DNI
Torrenticola,FALSE,,Torrenticola,Torrenticola,Trombidiformes,Torrenticola
Torrenticolidae,FALSE,,DNI,Torrenticolidae,Trombidiformes,DNI
Tramea,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Traverella,FALSE,,DNI,Traverella,Traverella,DNI
Traverella albertana,FALSE,,DNI,Traverella,Traverella,DNI
Trepaxonemata,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Trepobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Triaenodes,FALSE,,DNI,Triaenodes,Triaenodes,DNI
Tribelos,FALSE,,Tribelos,Tribelos,Tribelos,Tribelos
Tribelos jucundus,FALSE,,Tribelos,Tribelos,Tribelos,Tribelos
Trichoclinocera,FALSE,,Trichoclinocera,Trichoclinocera,Trichoclinocera,Trichoclinocera
Trichocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Trichoptera,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI
Trichoptera sp. AJF#01,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI
Trichoptera sp. AJF#02,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI
Trichotipula,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Tricladida,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Tricorythodes,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes explicatus,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes minutus,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricyphona,FALSE,best to leave at family,DNI,Pediciidae,Pediciidae,DNI
Trissopelopia,FALSE,,DNI,Trissopelopia,Trissopelopia,DNI
Triznaka,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Trombidiformes,FALSE,,DNI,Trombidiformes,Trombidiformes,DNI
Tropisternus,FALSE,,Hydrophilidae,Tropisternus,Tropisternus,Hydrophilidae
Truncatelloidea,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Tubifex,FALSE,,Tubificinae,Tubifex,Oligochaeta,Tubificinae
Tubificidae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubificina,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubificinae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae with hair chaetae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae without hair chaetae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae
Tubularia,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Turbellaria,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Turbinidae,TRUE,Marine,DNI,DNI,DNI,DNI
Turbo,TRUE,Marine,DNI,DNI,DNI,DNI
Tvetenia,FALSE,,Tvetenia,Tvetenia,Tvetenia,Tvetenia
Tvetenia bavarica,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia
Tvetenia Bavarica Gr.,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia
Tvetenia bavarica group,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia
Tvetenia Bavarica Group,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia
Tvetenia bavarica Group,FALSE,formatting,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia
Tvetenia Discoloripes Gr.,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Tvetenia discoloripes group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Tvetenia Discoloripes Group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Tvetenia paucunca,FALSE,,Tvetenia,Tvetenia,Tvetenia,Tvetenia
Tvetenia tshernovskii,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Tvetenia vitracies,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Tvetenia Vitracies Group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia
Twinnia,FALSE,,DNI,Twinnia,Twinnia,DNI
Tyrrellia,FALSE,,DNI,Tyrrellia,Trombidiformes,DNI
Uenoidae,FALSE,,DNI,Uenoidae,Uenoidae,DNI
Uenoinae,FALSE,,DNI,Uenoidae,Uenoidae,DNI
Ulomorpha,FALSE,,DNI,Ulomorpha,Ulomorpha,DNI
Uncinais,FALSE,,Naidinae,Uncinais,Oligochaeta,Naidinae
Uncinais uncinata,FALSE,There is only one species in this genus,Naidinae,Uncinais,Oligochaeta,Naidinae
UNID'd terrestrial,TRUE,Terrestrial. TOO COARSE,DNI,DNI,DNI,DNI
Unionacea,FALSE,,DNI,Unionoidea,Unionoidea,DNI
Unionicola,FALSE,,DNI,Unionicola,Trombidiformes,DNI
Unionicolidae,FALSE,,DNI,Unionicolidae,Trombidiformes,DNI
Unionidae,FALSE,,DNI,Unionoidea,Unionoidea,DNI
Unioninae,FALSE,,DNI,Unionoidea,Unionoidea,DNI
Unionoida,FALSE,,DNI,Unionoidea,Unionoidea,DNI
Unionoidea,FALSE,,DNI,Unionoidea,Unionoidea,DNI
Uromunna acarina,TRUE,marine,DNI,DNI,DNI,DNI
Utacapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Utaperla,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI
Utaxatax,FALSE,,DNI,Utaxatax,Trombidiformes,DNI
Uvarus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Uvarus subtilis,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Valvata,FALSE,,DNI,Valvata,Valvata,DNI
Valvata humeralis,FALSE,,DNI,Valvata,Valvata,DNI
Valvatidae,FALSE,,DNI,Valvata,Valvata,DNI
Varichaetadrilus,FALSE,,Tubificinae,Varichaetadrilus,Oligochaeta,Tubificinae
Vejdovskyella,FALSE,,Naidinae,Vejdovskyella,Oligochaeta,Naidinae
Veliidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Veneroida,FALSE,,DNI,Veneroida,Veneroida,DNI
Virgatanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI
Visoka,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae
Visoka cataractae,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae
Volsellacarus,FALSE,,DNI,Volsellacarus,Trombidiformes,DNI
Vorticifex,FALSE,,DNI,Vorticifex,Vorticifex,DNI
Vorticifex effusa,FALSE,,DNI,Vorticifex,Vorticifex,DNI
Wandesia,FALSE,,Wandesia,Wandesia,Trombidiformes,Wandesia
Wiedemannia,FALSE,,Wiedemannia,Wiedemannia,Wiedemannia,Wiedemannia
Woolastookia,FALSE,,DNI,Woolastookia,Trombidiformes,DNI
Wormaldia,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Wormaldia anilla,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Wormaldia gabriella,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Xenochironomus,FALSE,Single species in Genus,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis,DNI
Xenochironomus xenolabis,FALSE,Single species in Genus,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis,DNI
Xylotopus,FALSE,,DNI,Xylotopus,Xylotopus,DNI
Xylotopus par,FALSE,,DNI,Xylotopus,Xylotopus,DNI
Xystonotus,FALSE,,DNI,Xystonotus,Trombidiformes,DNI
Yamatotipula,FALSE,,DNI,Tipulidae,Tipulidae,DNI
Ylodes,FALSE,Ylodes is jr. syn of Triaenodes,DNI,Triaenodes,Triaenodes,DNI
Yoraperla,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla brevis,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla mariana,FALSE,,Yoraperla,Yoraperla mariana,Yoraperla,Yoraperla
Yoraperla nigrisoma,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla siletz,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yphria,FALSE,,DNI,Yphria,Yphria,DNI
Yphria californica,FALSE,,DNI,Yphria,Yphria,DNI
Zaitzevia,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia milleri,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia parvula,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia parvulus,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia posthonia,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zapada,FALSE,,DNI,Zapada,Zapada,DNI
Zapada chila,FALSE,,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada cinctipes,FALSE,,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes
Zapada columbiana,FALSE,,Zapada columbiana,Zapada columbiana,Zapada columbiana,Zapada columbiana
Zapada columbiana/oregonensis group,FALSE,,DNI,Zapada,Zapada,DNI
Zapada frigida,FALSE,,Zapada frigida,Zapada frigida,Zapada frigida,Zapada frigida
Zapada oregonensis,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada Oregonensis Gr.,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada oregonensis group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada Oregonensis Group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada oregonensis Group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada/Malenka,FALSE,,DNI,Nemouridae,Nemouridae,DNI
Zavrelia,FALSE,,DNI,Zavrelia,Zavrelia,DNI
Zavrelimyia,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Zoniagrion,FALSE,almost entierly restricted to california,DNI,Coenagrionidae,Coenagrionidae,DNI
Zygoptera,FALSE,,DNI,Zygoptera,Zygoptera,DNI
Copelatinae,FALSE,,DNI,Copelatinae,Copelatinae,DNI
Oroperla barbara,FALSE,"single species, mostly California",DNI,Oroperla barbara,Oroperla barbara,DNI
