Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Orthocladiinae sp. RAI # 0004,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiinae sp. RAI # 0011,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiini/Metriocnemini,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Orthocladius (Euorthocladius),FALSE,,Orthocladius,Orthocladius,Orthocladius (Euorthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Euorthocladius) rivicola group,FALSE,,Orthocladius,Orthocladius,Orthocladius (Euorthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Euorthocladius) rivulorum,FALSE,,Orthocladius,Orthocladius,Orthocladius (Euorthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Mesorthocladius),FALSE,,Orthocladius,Orthocladius,Orthocladius (Mesorthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Orthocladius),FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Orthocladius (Symposiocladius),FALSE,,Orthocladius,Orthocladius,Orthocladius (Symposiocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Symposiocladius) lignicola,FALSE,,Orthocladius,Orthocladius,Orthocladius (Symposiocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius (Symposiocladius) sp. 2,FALSE,,Orthocladius,Orthocladius,Orthocladius (Symposiocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius annectens,FALSE,,Orthocladius,Orthocladius,Orthocladius (Orthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius complex,FALSE,,Orthocladius complex,Cricotopus/Orthocladius,Orthocladius complex,Orthocladius complex,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Orthocladius Complex,FALSE,FORMATTING,Orthocladius complex,Cricotopus/Orthocladius,Orthocladius complex,Orthocladius complex,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Orthocladius consobrinus,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Orthocladius Eudactylocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Orthocladius Euorthocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius (Euorthocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius lignicola,FALSE,,Orthocladius,Orthocladius,Orthocladius (Symposiocladius),Orthocladius,Orthocladius,Orthocladius
Orthocladius Pogonocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Orthotrichia,FALSE,,DNI,Orthotrichia,Orthotrichia,DNI,Orthotrichia,Orthotrichia
Osobenus,FALSE,Single Species in Genus,DNI,Osobenus yakimae,Osobenus yakimae,DNI,Osobenus yakimae,Osobenus yakimae
Osobenus,FALSE,Trailing space after genus Name,DNI,Osobenus yakimae,Osobenus yakimae,DNI,Osobenus yakimae,Osobenus yakimae
Osobenus yakimae,FALSE,Single Species in Genus,DNI,Osobenus yakimae,Osobenus yakimae,DNI,Osobenus yakimae,Osobenus yakimae
Ostracoda,FALSE,,Ostracoda,Ostracoda,Ostracoda,Ostracoda,Ostracoda,Ostracoda
Ostrocerca,FALSE,,DNI,Ostrocerca,Ostrocerca,DNI,Ostrocerca,Ostrocerca
Oxidae,FALSE,Smit 2020 Oxus now the only genus in family in North America,DNI,Oxus,Trombidiformes,DNI,Oxus,Oxus
Oxus,FALSE,,Oxus,Oxus,Trombidiformes,DNI,Oxus,Oxus
Oxycera,FALSE,,Stratiomyidae,Oxycera,Oxycera,DNI,Oxycera,Oxycera
Oxyethira,FALSE,,Oxyethira,Oxyethira,Oxyethira,DNI,Oxyethira,Oxyethira
Pachydiplax,FALSE,"not known in OR, WA",DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Pachydiplax longipennis,FALSE,"not known in OR, WA",DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Pachyprosopis (Parapachyprosopis),TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Pacifastacus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus connectens,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus leniusculus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus leniusculus leniusculus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Pagastia,FALSE,,Pagastia,Pagastia,Pagastia,Pagastia,Pagastia,Pagastia
Pagastiella,FALSE,,DNI,Pagastiella,Pagastiella,DNI,Pagastiella,Pagastiella
Pagurus aleuticus,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Paha,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Palaeagapetus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI,Palaeagapetus nearcticus,Palaeagapetus nearcticus
Palaeagapetus nearcticus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI,Palaeagapetus nearcticus,Palaeagapetus nearcticus
Palaemon,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI,DNI,DNI
Palaemon modestus,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI,DNI,DNI
Palaemonetes,TRUE,Palaemonidae excluded; Palaemonetes jr. syn of Palaemon,DNI,DNI,DNI,DNI,DNI,DNI
Palaemonidae,TRUE,Palaemonidae excluded; likely Palaemon,DNI,DNI,DNI,DNI,DNI,DNI
Palaeoheterodonta,TRUE,TOO COARSE,DNI,DNI,DNI,DNI,DNI,DNI
Palmacorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Palpomyiini,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Panisopsis,FALSE,,DNI,Panisopsis,Trombidiformes,DNI,Panisopsis,Panisopsis
Panisus,FALSE,,DNI,Panisus,Trombidiformes,DNI,Panisus,Panisus
Paracapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Parachaetocladius,FALSE,,Parachaetocladius,Parachaetocladius,Parachaetocladius,DNI,Parachaetocladius,Parachaetocladius
Parachironomus,FALSE,,DNI,Parachironomus,Parachironomus,DNI,Parachironomus,Parachironomus
Paracladopelma,FALSE,,Paracladopelma,Paracladopelma,Paracladopelma,Paracladopelma,Paracladopelma,Paracladopelma
Paracloeodes,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI,Paracloeodes,Paracloeodes
Paracloeodes minutus,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI,Paracloeodes,Paracloeodes
Paracricotopus,FALSE,,DNI,Paracricotopus,Paracricotopus,DNI,Paracricotopus,Paracricotopus
Paracymus,FALSE,,Hydrophilidae,Paracymus,Paracymus,Hydrophilidae,Paracymus,Paracymus
Paradelphomyia,FALSE,,DNI,Paradelphomyia,Paradelphomyia,DNI,Paradelphomyia,Paradelphomyia
Parakiefferiella,FALSE,,Parakiefferiella,Parakiefferiella,Parakiefferiella,Parakiefferiella,Parakiefferiella,Parakiefferiella
Paralauterborniella,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohalterale,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohalteralis,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohaltere,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI,Paralauterborniella,Paralauterborniella
Paraleptonia,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia bicornuta,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Gr.,FALSE,Formatting (Gr.),Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,DNI,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta Group,FALSE,Formatting,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia clara,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia debilis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia gregalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia heteronea,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia memorialis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia temporalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia vaciva,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia with tusks,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleuctra,FALSE,,DNI,Leuctridae,Leuctridae,DNI,Leuctridae,Leuctridae
Paraleuctra occidentalis,FALSE,,DNI,Leuctridae,Leuctridae,DNI,Leuctridae,Leuctridae
Paralimnophyes,FALSE,,DNI,Paralimnophyes,Paralimnophyes,DNI,Paralimnophyes,Paralimnophyes
Parameletus,FALSE,"not known from OR, WA, known from ID, MT",DNI,Siphlonuridae,Siphlonuridae,DNI,Siphlonuridae,Siphlonuridae
Paramerina,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Paramerina/Zavrelimyia,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Parametriocnemus,FALSE,,Parametriocnemus,Parametriocnemus,Parametriocnemus,Parametriocnemus,Parametriocnemus,Parametriocnemus
Paramideopsis,FALSE,,DNI,Paramideopsis,Trombidiformes,DNI,Paramideopsis,Paramideopsis
Paramoera,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Paranais,FALSE,,Naidinae,Paranais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Parapelopia,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI,Tanypodinae,Tanypodinae
Paraperla,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla,Paraperla,Paraperla
Paraperla frontalis,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla,Paraperla,Paraperla
Paraperlinae,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI,Paraperlinae,Paraperlinae
Paraphaenocladius,FALSE,,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraphaenocladius new species,FALSE,undescribed provisional taxon,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraplea,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Parapoynx,FALSE,Lot of these are terrestrial,DNI,DNI,Lepidoptera,DNI,DNI,DNI
Parapsyche,FALSE,,DNI,Parapsyche,Parapsyche,DNI,Parapsyche,Parapsyche
Parapsyche almota,FALSE,,Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche almota
Parapsyche elsis,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche elsis complex,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche turbinata,FALSE,,DNI,Parapsyche turbinata,Parapsyche turbinata,DNI,Parapsyche turbinata,Parapsyche turbinata
Parasmittia,FALSE,,DNI,Parasmittia,Parasmittia,DNI,Parasmittia,Parasmittia
Paratanytarsus,FALSE,,Paratanytarsus,Paratanytarsus,Paratanytarsus,Paratanytarsus,Paratanytarsus,Paratanytarsus
Paratendipes,FALSE,,Paratendipes,Paratendipes,Paratendipes,Paratendipes,Paratendipes,Paratendipes
Parathyas,FALSE,,DNI,Parathyas,Trombidiformes,DNI,Parathyas,Parathyas
Paratrichocladius,FALSE,nomenclature,DNI,Cricotopus/Orthocladius,Paratrichocladius,DNI,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Paratrissocladius,FALSE,,DNI,Paratrissocladius,Paratrissocladius,DNI,Paratrissocladius,Paratrissocladius
Parochlus,FALSE,,Podonominae,Parochlus,Parochlus,Podonominae,Parochlus,Parochlus
Parorthocladius,FALSE,,Parorthocladius,Parorthocladius,Parorthocladius,Parorthocladius,Parorthocladius,Parorthocladius
Parthina,FALSE,,DNI,Parthina,Parthina,DNI,Parthina,Parthina
Parthina linea,FALSE,,DNI,Parthina,Parthina,DNI,Parthina,Parthina
Partnunia,FALSE,,DNI,Partnunia,Trombidiformes,DNI,Partnunia,Partnunia
Paucicalcaria,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Pedicia,FALSE,,Pedicia,Pedicia,Pedicia,Pedicia,Pedicia,Pedicia
Pedicia/Tricyphona,FALSE,,DNI,Pediciidae,Pediciidae,DNI,Pediciidae,Pediciidae
Pedicidiidae,FALSE,spelling error,DNI,Pediciidae,Pediciidae,DNI,Pediciidae,Pediciidae
Pediciidae,FALSE,,DNI,Pediciidae,Pediciidae,DNI,Pediciidae,Pediciidae
Pedomoecus,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pedomoecus sierra,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pelecorhynchidae,FALSE,,Glutops,Glutops,Glutops,Glutops,Glutops,Glutops
Peltodytes,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae,Peltodytes,Peltodytes
Peltodytes callosus,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae,Peltodytes,Peltodytes
Peltoperla,FALSE,eastern taxon,DNI,Peltoperlidae,Peltoperlidae,DNI,Peltoperlidae,Peltoperlidae
Peltoperlidae,FALSE,,DNI,Peltoperlidae,Peltoperlidae,DNI,Peltoperlidae,Peltoperlidae
Pentaneura,FALSE,,Pentaneura,Pentaneura,Pentaneura,Pentaneura,Pentaneura,Pentaneura
Pentaneuriini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI,Pentaneurini,Pentaneurini
Pentaneurini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI,Pentaneurini,Pentaneurini
Pericoma,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma / Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus Group,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericomaini,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Perithemis,FALSE,,DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Perlesta,FALSE,eastern taxon not known in region,DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Perlidae,FALSE,,DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Perlidae/Perlodidae Group,FALSE,,DNI,Plecoptera,Plecoptera,DNI,Plecoptera,Plecoptera
Perlinodes,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aurea,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aureus,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlodidae,FALSE,,DNI,Perlodidae,Perlodidae,DNI,Perlodidae,Perlodidae
Perlodinae,FALSE,,DNI,Perlodidae,Perlodidae,DNI,Perlodidae,Perlodidae
Perlomyia,FALSE,,DNI,Perlomyia,Perlomyia,DNI,Perlomyia,Perlomyia
Pero,TRUE,Terrestrial?,DNI,DNI,DNI,DNI,DNI,DNI
Petromyzontidae,TRUE,FISH,DNI,DNI,DNI,DNI,DNI,DNI
Petrophila,FALSE,,Petrophila,Petrophila,Petrophila,DNI,Petrophila,Petrophila
Phaenopsectra,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra Punctipes Group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra punctipes group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra/Tribelos,FALSE,,DNI,Chironominae,Chironominae,DNI,Chironominae,Chironominae
Phanogomphus,FALSE,,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Phanogomphus kurilis,FALSE,,DNI,Gomphidae,Gomphidae,DNI,Gomphidae,Gomphidae
Philocasca,FALSE,,DNI,Philocasca,Philocasca,DNI,Philocasca,Philocasca
Philopotamidae,FALSE,,DNI,Philopotamidae,Philopotamidae,DNI,Philopotamidae,Philopotamidae
Philopotamoidea,FALSE,TOO COARSE,DNI,Philopotamoidea,Philopotamoidea,DNI,Trichoptera,Trichoptera
Philorus,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Phoridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Phryganeidae,FALSE,,DNI,Phryganeidae,Phryganeidae,DNI,Phryganeidae,Phryganeidae
Phyllodromia,FALSE,,DNI,Empididae,Empididae,DNI,Empididae,Empididae
Physa,FALSE,,Physella,Physa/Physella,Physella,Physella,Physa/Physella,Physa/Physella
Physa/Physella,FALSE,,Physella,Physa/Physella,Physella,Physella,Physa/Physella,Physa/Physella
Physella,FALSE,,Physella,Physa/Physella,Physella,Physella,Physa/Physella,Physa/Physella
Physidae,FALSE,,Physella,Physa/Physella,Physella,Physella,Physa/Physella,Physa/Physella
Pictetiella,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Pictetiella expansa,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI,Perlidae,Perlidae
Piguetiella,FALSE,,DNI,Piguetiella,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Pilaria,FALSE,,DNI,Pilaria,Pilaria,DNI,Pilaria,Pilaria
Piona,FALSE,,DNI,Piona,Trombidiformes,DNI,Piona,Piona
Pionacercus,FALSE,,DNI,Pionacercus,Trombidiformes,DNI,Pionacercus,Pionacercus
Pionidae,FALSE,,DNI,Pionidae,Trombidiformes,DNI,Pionidae,Pionidae
Pionopsis,FALSE,,DNI,Pionidae,Trombidiformes,DNI,Pionidae,Pionidae
Piscicola,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida,Piscicolidae,Piscicolidae
Piscicola milneri,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida,Piscicolidae,Piscicolidae
Piscicola salmositica,FALSE,,Hirudinida,Cystobranchus,Cystobranchus salmositicus,Hirudinida,Cystobranchus,Cystobranchus
Piscicolidae,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida,Piscicolidae,Piscicolidae
Pisidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidiidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidium,FALSE,,Sphaeriidae,Pisidium,Pisidium,Sphaeriidae,Pisidium,Pisidium
Placobdella,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida,Glossiphoniidae,Glossiphoniidae
Placobdella ornata,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida,Glossiphoniidae,Glossiphoniidae
Planaria,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Planariidae,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Planorbella,FALSE,,DNI,Planorbella,Planorbella,DNI,Planorbella,Planorbella
Planorbella trivolvis,FALSE,,DNI,Planorbella,Planorbella,DNI,Planorbella,Planorbella
Planorbidae,FALSE,,DNI,Planorbidae,Planorbidae,DNI,Planorbidae,Planorbidae
Planorbula,FALSE,,DNI,Planorbidae,Planorbidae,DNI,Planorbidae,Planorbidae
Platambus,FALSE,,Agabinae,Agabinae,Agabinae,DNI,Agabinae,Agabinae
Plathemis,FALSE,,Agabinae,Agabinae,Agabinae,DNI,Agabinae,Agabinae
Plathemis lydia,FALSE,,Agabinae,Agabinae,Agabinae,DNI,Agabinae,Agabinae
Platyhydracarus,FALSE,,Athienemanniidae,Platyhydracarus,Trombidiformes,DNI,Platyhydracarus,Platyhydracarus
Platysmittia,FALSE,,DNI,Platysmittia,Platysmittia,DNI,Platysmittia,Platysmittia
Platysmittia bilyji,FALSE,,DNI,Platysmittia,Platysmittia,DNI,Platysmittia,Platysmittia
Platysmittia fimbriata,FALSE,,DNI,Platysmittia,Platysmittia,DNI,Platysmittia,Platysmittia
Platytipula,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Plauditus,FALSE,,DNI,Plauditus,Plauditus,DNI,Plauditus,Plauditus
Plauditus punctiventris,FALSE,,DNI,Iswaeon,Iswaeon,DNI,Iswaeon,Iswaeon
Plecoptera,FALSE,,DNI,Plecoptera,Plecoptera,DNI,Plecoptera,Plecoptera
Plectrocnemia,FALSE,,Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato,DNI,Polycentropus sensu lato,Polycentropus sensu lato
Pleuroceridae,FALSE,,Juga,Juga,Juga,Juga,Juga,Juga
Plumiperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Plumiperla diversa,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Podmosta,FALSE,,DNI,Podmosta,Podmosta,DNI,Podmosta,Podmosta
Podocopida,FALSE,,Ostracoda,Ostracoda,Ostracoda,Ostracoda,Ostracoda,Ostracoda
Podonominae,FALSE,,Podonominae,Podonominae,Podonominae,Podonominae,Podonominae,Podonominae
Poduridae,TRUE,Collembola excluded,DNI,DNI,DNI,DNI,DNI,DNI
Polia,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Polyara,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Polycelis,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis,Polycelis,Polycelis
Polycelis coronata,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis,Polycelis,Polycelis
