Taxon_Group,Taxon_Orig,Rank,NonTarget,Rationale,source_MPCA,source_RedLake,Notes,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety
,Oecetis nocturna,Species,FALSE,,MN BCG Access db,,,1190,Oecetis nocturna,Oecetis,,116631,116607,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis nocturna,
,Oecetis persimilis,Species,FALSE,,MN BCG Access db,,,1191,Oecetis persimilis,Oecetis,,116636,116607,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceridae,Leptocerinae,Oecetini,Oecetis,,Oecetis persimilis,
,Oligochaeta,Class,FALSE,,MN BCG Access db,,,34,Oligochaeta,Oligochaeta,,68422,568832,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,,,,,,,
,Oligoneuriidae,Family,FALSE,,MN BCG Access db,,,661,Oligoneuriidae,Oligoneuriidae,,101029,100503,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,,,,
,Oligophlebodes,Genus,FALSE,,MN BCG Access db,,,1226,Oligophlebodes,Uenoidae,,116039,568760,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Uenoidae,Thremmatinae,,Oligophlebodes,,,
,Oligostomis,Genus,FALSE,,MN BCG Access db,,,1218,Oligostomis,Oligostomis,,115900,115867,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Oligostomis,,,
,Omisus,Genus,FALSE,,MN BCG Access db,,,377,Omisus,Omisus,,129556,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Omisus,,,
,Onocosmoecus,Genus,FALSE,,MN BCG Access db,,,1199,Onocosmoecus,Onocosmoecus,,116315,568759,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Onocosmoecus,,,
,Onocosmoecus unicolor,Species,FALSE,,MN BCG Access db,,,1200,Onocosmoecus unicolor,Onocosmoecus,,116318,116315,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Dicosmoecinae,,Onocosmoecus,,Onocosmoecus unicolor,
,Ophidonais,Genus,FALSE,,MN BCG Access db,,,1789,Ophidonais,Oligochaeta,,68995,68854,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Ophidonais,,,
,Ophidonais serpentina,Species,FALSE,,MN BCG Access db,,,41,Ophidonais serpentina,Oligochaeta,,68996,68995,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Ophidonais,,Ophidonais serpentina,
,Ophiogomphus,Genus,FALSE,,MN BCG Access db,,,938,Ophiogomphus,Ophiogomphus,,101738,101664,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,,
,Ophiogomphus carolus,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Ophiogomphus carolus,Ophiogomphus,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,Ophiogomphus carolus,
,Ophiogomphus colubrinus,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Ophiogomphus colubrinus,Ophiogomphus,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,Ophiogomphus colubrinus,
,Ophiogomphus rupinsulensis,Species,FALSE,,MN BCG Access db,,,939,Ophiogomphus rupinsulensis,Ophiogomphus,,101740,101738,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,Ophiogomphus rupinsulensis,
,Ophiogomphus westfalli,Species,FALSE,,MN BCG Access db,,,940,Ophiogomphus westfalli,Ophiogomphus,,592875,101738,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Ophiogomphus,,Ophiogomphus westfalli,
,Opistocystidae,Family,FALSE,,MN BCG Access db,,,32,Opistocystidae,Oligochaeta,,69041,68509,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Opistocystidae,,,,,,
,Oplonaeschna,Genus,FALSE,,MN BCG Access db,,,909,Oplonaeschna,Oplonaeschna,,101655,101596,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Oplonaeschna,,,
,Optioservus,Genus,FALSE,,MN BCG Access db,,,213,Optioservus,Optioservus,,114177,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,,
,Optioservus fastiditus,Species,FALSE,,MN BCG Access db,,,214,Optioservus fastiditus,Optioservus,,114190,114177,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,Optioservus fastiditus,
,Optioservus ovalis,Species,FALSE,,MN BCG Access db,,,215,Optioservus ovalis,Optioservus,,114185,114177,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,Optioservus ovalis,
,Optioservus sandersoni,Species,FALSE,,MN BCG Access db,,,216,Optioservus sandersoni,Optioservus,,114189,114177,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,Optioservus sandersoni,
,Optioservus trivittatus,Species,FALSE,,MN BCG Access db,,,217,Optioservus trivittatus,Optioservus,,114186,114177,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus,,Optioservus trivittatus,
,Optioservus/Oulimnius,Genus,FALSE,,MN BCG Access db,,,218,Optioservus/Oulimnius,Optioservus,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Optioservus/Oulimnius,,,
,Orconectes,Genus,FALSE,,MN BCG Access db,,,1391,Orconectes,Cambaridae,,97421,97336,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,,,
,Orconectes immunis,Species,FALSE,,MN BCG Access db,,,1743,Orconectes immunis,Cambaridae,,97446,650279,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Gremicambarus),immunis,
,Orconectes limosus,Species,FALSE,,MN BCG Access db,,,1436,Orconectes limosus,Cambaridae,,97423,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Faxonius),limosus,
,Orconectes obscurus,Species,FALSE,,MN BCG Access db,,,1437,Orconectes obscurus,Cambaridae,,97466,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Crockerinus),obscurus,
,Orconectes propinquus,Species,FALSE,,MN BCG Access db,,,1392,Orconectes propinquus,Cambaridae,,97473,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Crockerinus),Orconectes propinquus,
,Orconectes rusticus,Species,FALSE,,MN BCG Access db,,,1393,Orconectes rusticus,Cambaridae,,97424,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Procericambarus),Orconectes rusticus,
,Orconectes virilis,Species,FALSE,,MN BCG Access db,,,1490,Orconectes virilis,Cambaridae,,97425,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Gremicambarus),Orconectes virilis,
,Ordobrevia,Genus,FALSE,,MN BCG Access db,,,161,Ordobrevia,Ordobrevia,,114235,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Ordobrevia,,,
,Oreodytes,Genus,FALSE,,MN BCG Access db,,,182,Oreodytes,Oreodytes,,112314,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Oreodytes,,,
,Oreogeton,Genus,FALSE,,MN BCG Access db,,,1491,Oreogeton,Oreogeton,,136377,136361,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Oreogetoninae,,Oreogeton,,,
,Oribatei,SubOrder,FALSE,,MN BCG Access db,,,1492,Oribatei,Acari,,83544,83538,Arthropoda,,Arachnida,Acarina,Sarcoptiformes,Oribatei,,,,,,,
,Oribatida,SubOrder,FALSE,,MN BCG Access db,,,77,Oribatida,Acari,,,,Arthropoda,,Arachnida,Acarina,Acariformes,Oribatida,,,,,,,
,Orimarga,Genus,FALSE,,MN BCG Access db,,,635,Orimarga,Orimarga,,120019,119655,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Orimarga,,,
,Ormosia,Genus,FALSE,,MN BCG Access db,,,643,Ormosia,Ormosia,,120830,120397,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Ormosia,,,
,Orthemis,Genus,FALSE,,MN BCG Access db,,,952,Orthemis,Orthemis,,101945,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Orthemis,,,
,Orthocladiinae,Subfamily,FALSE,,MN BCG Access db,,,452,Orthocladiinae,DNI,,128457,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,,,,
,Orthocladiinae Sp. C,Subfamily,FALSE,,MN BCG Access db,,,1539,Orthocladiinae Sp. C,DNI,,,127917,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,,,Sp. C,
,Orthocladius,Genus,FALSE,,MN BCG Access db,,,454,Orthocladius,Orthocladius,,128874,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,
,Orthocladius (Eudactylocladius),SubGenus,FALSE,,MN BCG Access db,,,458,Orthocladius (Eudactylocladius),Orthocladius,,568517,128874,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Eudactylocladius),,
,Orthocladius (Euortho.) rivulorum,Genus,FALSE,,MN BCG Access db,,,1521,Orthocladius (Euortho.) rivulorum,Orthocladius,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,
,Orthocladius (Euorthocladius),SubGenus,FALSE,,MN BCG Access db,,,460,Orthocladius (Euorthocladius),Orthocladius,,568520,128874,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Euorthocladius),,
,Orthocladius (Symp.) lignicola,Genus,FALSE,,MN BCG Access db,,,1522,Orthocladius (Symp.) lignicola,Orthocladius,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,,,
,Orthocladius (Symposiocladius),SubGenus,FALSE,,MN BCG Access db,,,459,Orthocladius (Symposiocladius),Orthocladius,,568523,128874,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Euorthocladius),,
,Orthocladius annectens,Species,FALSE,,MN BCG Access db,,,1556,Orthocladius annectens,Orthocladius,,128878,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),annectens,
,Orthocladius curtiseta,Species,FALSE,,MN BCG Access db,,,455,Orthocladius curtiseta,Orthocladius,,128889,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),Orthocladius curtiseta,
,Orthocladius frigidus,Species,FALSE,,MN BCG Access db,,,1640,Orthocladius frigidus,Orthocladius,,128904,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),frigidus,
,Orthocladius lignicola,Species,FALSE,,MN BCG Access db,,,456,Orthocladius lignicola,Orthocladius,,128913,568523,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Symposiocladius),Orthocladius lignicola,
,Orthocladius mallochi,Species,FALSE,,MN BCG Access db,,,457,Orthocladius mallochi,Orthocladius,,128916,568522,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Orthocladius,Orthocladius (Orthocladius),Orthocladius mallochi,
,Orthopodomyia,Genus,FALSE,,MN BCG Access db,,,601,Orthopodomyia,Orthopodomyia,,126532,126233,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Culicidae,Culicinae,Culicini,Orthopodomyia,,,
,Orthotrichia,Genus,FALSE,,MN BCG Access db,,,1248,Orthotrichia,Orthotrichia,,115828,115629,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Orthotrichiini,Orthotrichia,,,
,Ostracoda,Class,FALSE,,MN BCG Access db,,,1550,Ostracoda,Ostracoda,,84195,83677,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,
,Ostrocerca,Genus,FALSE,,MN BCG Access db,,,986,Ostrocerca,Nemouridae,,102622,102517,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Ostrocerca,,,
,Oulimnius,Genus,FALSE,,MN BCG Access db,,,219,Oulimnius,Oulimnius,,114244,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Oulimnius,,,
,Oulimnius latiusculus,Species,FALSE,,MN BCG Access db,,,220,Oulimnius latiusculus,Oulimnius,,114245,114244,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Oulimnius,,Oulimnius latiusculus,
,Oxidae,Family,FALSE,,MN BCG Access db,,,114,Oxidae,Acari,,83239,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Oxidae,,,,,,
,Oxycera,Genus,FALSE,,MN BCG Access db,,,1744,Oxycera,Oxycera,,130461,130408,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Oxycerini,Oxycera,,,
,Oxyethira,Genus,FALSE,,MN BCG Access db,,,1269,Oxyethira,Oxyethira,,115779,115629,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Hydroptilini,Oxyethira,,,
,Oxyethira pallida,Species,FALSE,,MN BCG Access db,,,1270,Oxyethira pallida,Oxyethira,,115787,115779,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,,Oxyethira,Oxyethira (Dampfitrichia),Oxyethira pallida,
,Pachydiplax,Genus,FALSE,,MN BCG Access db,,,953,Pachydiplax,Pachydiplax,,101798,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Pachydiplax,,,
,Pachydiplax longipennis,Species,FALSE,,MN BCG Access db,,,954,Pachydiplax longipennis,Pachydiplax,,101799,101798,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Pachydiplax,,Pachydiplax longipennis,
,Pagastia,Genus,FALSE,,MN BCG Access db,,,446,Pagastia,Pagastia,,128401,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Pagastia,,,
,Pagastiella,Genus,FALSE,,MN BCG Access db,,,378,Pagastiella,Pagastiella,,129561,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,,
,Pagastiella ostansa,Species,FALSE,,MN BCG Access db,,,379,Pagastiella ostansa,Pagastiella,,129562,129561,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Pagastiella,,Pagastiella ostansa,
,Palaeagapetus,Genus,FALSE,,MN BCG Access db,,,1249,Palaeagapetus,Palaeagapetus,,115849,115629,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Ptilocolepinae,,Palaeagapetus,,,
,Palaeagapetus celsus,Species,FALSE,,MN BCG Access db,,,1493,Palaeagapetus celsus,Palaeagapetus,,115851,115849,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydroptilidae,Ptilocolepinae,,Palaeagapetus,,Palaeagapetus celsus,
,Palaemonetes,Genus,FALSE,,MN BCG Access db,,,1299,Palaemonetes,Palaemonetes,,96383,96213,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Palaemonidae,Palaemoninae,,Palaemonetes,,,
,Palaemonetes paludosus,Species,FALSE,,MN BCG Access db,,,1300,Palaemonetes paludosus,Palaemonetes,,96385,96383,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Palaemonidae,Palaemoninae,,Palaemonetes,,Palaemonetes paludosus,
,Palaemonidae,Family,FALSE,,MN BCG Access db,,,1827,Palaemonidae,Palaemonidae,,96213,96106,Arthropoda,,Crustacea,,Decapoda,,Palaemonidae,,,,,,
,Palmacorixa,Genus,FALSE,,MN BCG Access db,,,839,Palmacorixa,Corixidae,,103491,103364,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Palmacorixa,,,
,Palmacorixa nana,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Palmacorixa nana,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Palmacorixa,,Palmacorixa nana,
,Palpomyia,Genus,FALSE,,MN BCG Access db,,,332,Palpomyia,Palpomyia,,127859,127774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Palpomyia,,,
,Paraboreochlus,Genus,FALSE,,MN BCG Access db,,,544,Paraboreochlus,Paraboreochlus,,127977,127953,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Podonominae,Boreochlini,Paraboreochlus,,,
,Paracapnia,Genus,FALSE,,MN BCG Access db,,,977,Paracapnia,Capniidae,,102804,102788,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Capniidae,Capniinae,,Paracapnia,,,
,Paracapnia angulata,Species,FALSE,,MN BCG Access db,,,978,Paracapnia angulata,Capniidae,,102805,102804,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Capniidae,Capniinae,,Paracapnia,,Paracapnia angulata,
,Parachaetocladius,Genus,FALSE,,MN BCG Access db,,,514,Parachaetocladius,Parachaetocladius,,128951,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parachaetocladius,,,
,Parachironomus,Genus,FALSE,,MN BCG Access db,,,380,Parachironomus,Parachironomus,,129564,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,,
,Parachironomus frequens,Species,FALSE,,MN BCG Access db,,,1438,Parachironomus frequens,Parachironomus,,129579,129564,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,Parachironomus frequens,
,Paracladius,Genus,FALSE,,MN BCG Access db,,,515,Paracladius,Paracladius,,128956,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracladius,,,
,Paracladopelma,Genus,FALSE,,MN BCG Access db,,,381,Paracladopelma,Paracladopelma,,129597,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,,
,Paracladopelma nais,Species,FALSE,,MN BCG Access db,,,1641,Paracladopelma nais,Paracladopelma,,129606,129597,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,nais,
,Paracladopelma nereis,Species,FALSE,,MN BCG Access db,,,1595,Paracladopelma nereis,Paracladopelma,,129608,129597,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,Paracladopelma nereis,
,Paracladopelma undine,Species,FALSE,,MN BCG Access db,,,1596,Paracladopelma undine,Paracladopelma,,129612,129597,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paracladopelma,,undine,
,Paracloeodes,Genus,FALSE,,MN BCG Access db,,,774,Paracloeodes,Paracloeodes,,100899,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Paracloeodes,,,
,Paracricotopus,Genus,FALSE,,MN BCG Access db,,,516,Paracricotopus,Paracricotopus,,128962,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paracricotopus,,,
,Paracymus,Genus,FALSE,,MN BCG Access db,,,251,Paracymus,Paracymus,,112909,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Anacaenini,Paracymus,,,
,Paracymus subcupreus,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Paracymus subcupreus,Paracymus,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Anacaenini,Paracymus,,Paracymus subcupreus,
,Paragnetina,Genus,FALSE,,MN BCG Access db,,,1028,Paragnetina,Paragnetina,,102962,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,Paragnetina,,,
,Paragnetina fumosa,Species,FALSE,,MN BCG Access db,,,1029,Paragnetina fumosa,Paragnetina,,102965,102962,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,Paragnetina,,Paragnetina fumosa,
,Paragnetina immarginata,Species,FALSE,,MN BCG Access db,,,1030,Paragnetina immarginata,Paragnetina,,102966,102962,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,Paragnetina,,Paragnetina immarginata,
,Paragnetina media,Species,FALSE,,MN BCG Access db,,,1031,Paragnetina media,Paragnetina,,102968,102962,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Perlinae,Perlini,Paragnetina,,Paragnetina media,
,Parakiefferiella,Genus,FALSE,,MN BCG Access db,,,517,Parakiefferiella,Parakiefferiella,,128968,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,,
,Parakiefferiella bathyphila,Species,FALSE,,MN BCG Access db,,,518,Parakiefferiella bathyphila,Parakiefferiella,,128975,128968,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,Parakiefferiella bathyphila,
,Parakiefferiella sp. A (Epler),Species,FALSE,,MN BCG Access db,,,1642,Parakiefferiella sp. A (Epler),Parakiefferiella,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parakiefferiella,,sp. A (Epler),
,Paralauterborniella,Genus,FALSE,,MN BCG Access db,,,382,Paralauterborniella,Paralauterborniella,,129616,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,,
,Paralauterborniella nigrohalterale,Species,FALSE,,MN BCG Access db,,,383,Paralauterborniella nigrohalterale,Paralauterborniella,,129619,129616,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalterale,
,Paralauterborniella nigrohalteralis,Species,FALSE,,MN BCG Access db,,,384,Paralauterborniella nigrohalteralis,Paralauterborniella,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Paralauterborniella,,Paralauterborniella nigrohalteralis,
,Paraleptophlebia,Genus,FALSE,,MN BCG Access db,,,730,Paraleptophlebia,Paraleptophlebia,,101187,101095,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Paraleptophlebia,,,
,Paraleuctra,Genus,FALSE,,MN BCG Access db,,,982,Paraleuctra,Leuctridae,,102887,102840,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Leuctridae,Leuctrinae,,Paraleuctra,,,
,Paralimnophyes,Genus,FALSE,,MN BCG Access db,,,461,Paralimnophyes,Paralimnophyes,,128976,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Paralimnophyes,,,
,Paramerina,Genus,FALSE,,MN BCG Access db,,,582,Paramerina,Paramerina,,128207,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Paramerina,,,
,Parametriocnemus,Genus,FALSE,,MN BCG Access db,,,519,Parametriocnemus,Parametriocnemus,,128978,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parametriocnemus,,,
,Parametriocnemus lundbecki,Species,FALSE,,MN BCG Access db,,,520,Parametriocnemus lundbecki,Parametriocnemus,,128982,128978,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Parametriocnemus,,Parametriocnemus lundbecki,
,Paranyctiophylax,,FALSE,,MN BCG Access db,,,1836,Paranyctiophylax,Nyctiophylax,,568780,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Polycentropodidae,Polycentropodinae,,Nyctiophylax,Paranyctiophylax,,
,Paraperla,Genus,FALSE,,MN BCG Access db,,,995,Paraperla,Chloroperlidae,,103233,103202,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Paraperlinae,,Paraperla,,,
,Paraphaenocladius,Genus,FALSE,,MN BCG Access db,,,521,Paraphaenocladius,Paraphaenocladius,,128989,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Paraphaenocladius,,,
,Paraponyx,Genus,FALSE,,MN BCG Access db,,,879,Paraponyx,Parapoynx,,117642,117641,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Parapoynx,,,
,Parapoynx,Genus,FALSE,,MN BCG Access db,,,876,Parapoynx,Parapoynx,,117714,117641,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,Nymphulinae,Nymphulini,Parapoynx,,,
