TAXON,NonTarget,FFG,Habit,Life_Cycle,Thermal_indicator,Rank,Taxon_Group,Plot_Label,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,GenusGroup_TolAnal,GenusSlash_TolAnal,SubGenus_TolAnal,SpeciesGroup_TolAnal,SpeciesSubGroup_TolAnal,SpeciesComplex _TolAnal,SpeciesSlash_TolAnal,Species_TolAnal
HYDROPSYCHE PIATRIX,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE PIATRIX,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,PIATRIX,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE PIATRIX
HYDROPSYCHE PLACODA,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE PLACODA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,PLACODA,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,HYDROPSYCHE PLACODA
HYDROPSYCHE ROSSI,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE ROSSI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,ROSSI,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE ROSSI
HYDROPSYCHE SCALARIS,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE SCALARIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,SCALARIS,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,HYDROPSYCHE SCALARIS
HYDROPSYCHE SCALARIS GROUP,FALSE,"CF,PR",CN,uni,,SpeciesSubGroup,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE SCALARIS GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,
HYDROPSYCHE SIMULANS,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE SIMULANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,SIMULANS,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,HYDROPSYCHE SIMULANS
HYDROPSYCHE SLOSSONAE,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE SLOSSONAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,SLOSSONAE,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE SLOSSONAE
HYDROPSYCHE SPARNA,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE SPARNA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,SPARNA,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE SPARNA
HYDROPSYCHE VALANIS,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE VALANIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,VALANIS,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,HYDROPSYCHE VALANIS
HYDROPSYCHE VENTURA,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE VENTURA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,VENTURA,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE VENTURA
HYDROPSYCHE VENULARIS,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE VENULARIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,VENULARIS,,,,HYDROPSYCHE INSTABILIS GROUP,HYDROPSYCHE SCALARIS GROUP,,,HYDROPSYCHE VENULARIS
HYDROPSYCHE VEXA,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE VEXA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,VEXA,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE VEXA
HYDROPSYCHE WALKERI,FALSE,"CF,PR",CN,uni,,Species,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHE WALKERI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,WALKERI,,,,HYDROPSYCHE MOROSA GROUP,,,,HYDROPSYCHE WALKERI
HYDROPSYCHIDAE,FALSE,CF,CN,multi,,Family,TRICHOPTERA,HYDROPSYCHIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,,,,,,,,,,,,
HYDROPSYCHINAE,FALSE,NA,NA,,,Subfamily,TRICHOPTERA,HYDROPSYCHIDAE-HYDROPSYCHINAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,,,,,,,,,
HYDROPTILA,FALSE,"PH,SC",CN,multi,,Genus,TRICHOPTERA,HYDROPTILIDAE-HYDROPTILA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,HYDROPTILA,,,,,,,,,
HYDROPTILIDAE,FALSE,"CF,PH",CN,multi,,Family,TRICHOPTERA,HYDROPTILIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,,,,,,,,,,,,
HYDROSMITTIA,FALSE,NA,NA,multi,,Genus,CHIRONOMIDAE,HYDROSMITTIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,HYDROSMITTIA,,,,,,,,,
HYDROTRUPES PALPALIS,FALSE,NA,NA,,,Species,COLEOPTERA,DYTISCIDAE-HYDROTRUPES PALPALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,HYDROTRUPINI,HYDROTRUPES,PALPALIS,,,,,,,,HYDROTRUPES PALPALIS
HYDROVATUS,FALSE,PR,SW,,,Genus,COLEOPTERA,DYTISCIDAE-HYDROVATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROVATINI,HYDROVATUS,,,,,,,,,
HYDROVATUS PUSTULATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYDROVATUS PUSTULATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROVATINI,HYDROVATUS,PUSTULATUS,,,,,,,,HYDROVATUS PUSTULATUS
HYDROZETIDAE,FALSE,PR,CB,,,Family,OTHER NON-INSECT,SARCOPTIFORMES-HYDROZETIDAE,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,SARCOPTIFORMES,ORIBATIDA,,HYDROZETIDAE,,,,,,,,,,,,
HYDROZOA,FALSE,NA,NA,,,Class,OTHER NON-INSECT,DNI,ANIMALIA,CNIDARIA,,HYDROZOA,,,,,,,,,,,,,,,,,
HYDRYPHANTES,FALSE,"PR,PA",SW,uni,,Genus,TROMBIDIFORMES,HYDRYPHANTIDAE-HYDRYPHANTES,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRYPHANTIDAE,,,HYDRYPHANTES,,,,,,,,,
HYDRYPHANTIDAE,FALSE,"PR,PA","CB,SW",uni,,Family,TROMBIDIFORMES,HYDRYPHANTIDAE,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRYPHANTIDAE,,,,,,,,,,,,
HYGROBATES,FALSE,"PR,PA",CB,uni,,Genus,TROMBIDIFORMES,HYGROBATIDAE-HYGROBATES,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYGROBATIDAE,,,HYGROBATES,,,,,,,,,
HYGROBATIDAE,FALSE,"PR,PA",CB,uni,,Family,TROMBIDIFORMES,HYGROBATIDAE,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYGROBATIDAE,,,,,,,,,,,,
HYGROTUS,FALSE,PR,SW,,,Genus,COLEOPTERA,DYTISCIDAE-HYGROTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,,,,,,,,,
HYGROTUS ACAROIDES,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS ACAROIDES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,ACAROIDES,,,,,,,,HYGROTUS ACAROIDES
HYGROTUS COMPAR,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS COMPAR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,COMPAR,,,,,,,,HYGROTUS COMPAR
HYGROTUS DISSIMILIS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS DISSIMILIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,DISSIMILIS,,,,,,,,HYGROTUS DISSIMILIS
HYGROTUS FALLI,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS FALLI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,FALLI,,,,,,,,HYGROTUS FALLI
HYGROTUS FARCTUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS FARCTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,FARCTUS,,,,,,,,HYGROTUS FARCTUS
HYGROTUS IMPRESSOPUNCTATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS IMPRESSOPUNCTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,IMPRESSOPUNCTATUS,,,,,,,,HYGROTUS IMPRESSOPUNCTATUS
HYGROTUS INFUSCATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS INFUSCATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,INFUSCATUS,,,,,,,,HYGROTUS INFUSCATUS
HYGROTUS LACCOPHILINUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS LACCOPHILINUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,LACCOPHILINUS,,,,,,,,HYGROTUS LACCOPHILINUS
HYGROTUS MARGINIPENNIS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS MARGINIPENNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,MARGINIPENNIS,,,,,,,,HYGROTUS MARGINIPENNIS
HYGROTUS MARKLINI,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS MARKLINI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,MARKLINI,,,,,,,,HYGROTUS MARKLINI
HYGROTUS NUBILUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS NUBILUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,NUBILUS,,,,,,,,HYGROTUS NUBILUS
HYGROTUS PATRUELIS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS PATRUELIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,PATRUELIS,,,,,,,,HYGROTUS PATRUELIS
HYGROTUS PICATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS PICATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,PICATUS,,,,,,,,HYGROTUS PICATUS
HYGROTUS SAYI,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS SAYI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,SAYI,,,,,,,,HYGROTUS SAYI
HYGROTUS SELLATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS SELLATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,SELLATUS,,,,,,,,HYGROTUS SELLATUS
HYGROTUS SUTURALIS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS SUTURALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,SUTURALIS,,,,,,,,HYGROTUS SUTURALIS
HYGROTUS SYLVANUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS SYLVANUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,SYLVANUS,,,,,,,,HYGROTUS SYLVANUS
HYGROTUS TUMIDIVENTRIS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS TUMIDIVENTRIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,TUMIDIVENTRIS,,,,,,,,HYGROTUS TUMIDIVENTRIS
HYGROTUS TURBIDUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-HYGROTUS TURBIDUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYGROTINI,HYGROTUS,TURBIDUS,,,,,,,,HYGROTUS TURBIDUS
HYLOGOMPHUS,FALSE,PR,NA,,,Genus,ODONATA,GOMPHIDAE-HYLOGOMPHUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,GOMPHUS SENSU LATO,GOMPHIDAE,,,HYLOGOMPHUS,,,,,,,,,
HYLOGOMPHUS ADELPHUS,FALSE,PR,NA,,,Species,ODONATA,GOMPHIDAE-HYLOGOMPHUS ADELPHUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,GOMPHUS SENSU LATO,GOMPHIDAE,,,HYLOGOMPHUS,ADELPHUS,,,,,,,,HYLOGOMPHUS ADELPHUS
HYLOGOMPHUS VIRIDIFRONS,FALSE,PR,NA,,,Species,ODONATA,GOMPHIDAE-HYLOGOMPHUS VIRIDIFRONS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,GOMPHUS SENSU LATO,GOMPHIDAE,,,HYLOGOMPHUS,VIRIDIFRONS,,,,,,,,HYLOGOMPHUS VIRIDIFRONS
HYMENOPTERA,TRUE,NA,NA,,,Order,EXCLUDE-TERRESTRIAL,DNI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HYMENOPTERA,,,,,,,,,,,,,,,
HYPORHYGMA,FALSE,NA,BU,,,Genus,CHIRONOMIDAE,HYPORHYGMA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,HYPORHYGMA,,,,,,,,,
HYPORHYGMA QUADRIPUNCTATUS,FALSE,NA,BU,,,Species,CHIRONOMIDAE,HYPORHYGMA QUADRIPUNCTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,HYPORHYGMA,QUADRIPUNCTATUS,,,,,,,,HYPORHYGMA QUADRIPUNCTATUS
IDOTEIDAE,FALSE,NA,NA,,,Family,AMPHIPODA_ISOPODA,ISOPODA-IDOTEIDAE,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,,,IDOTEIDAE,,,,,,,,,,,,
ILYBIOSOMA,FALSE,NA,NA,,,Genus,COLEOPTERA,DYTISCIDAE-ILYBIOSOMA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIOSOMA,,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,
ILYBIOSOMA SERIATUM,FALSE,NA,NA,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIOSOMA SERIATUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIOSOMA,SERIATUM,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIOSOMA SERIATUM
ILYBIUS,FALSE,PR,SW,,,Genus,COLEOPTERA,DYTISCIDAE-ILYBIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,
ILYBIUS ANGUSTIOR,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS ANGUSTIOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,ANGUSTIOR,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS ANGUSTIOR
ILYBIUS BIGUTTULUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS BIGUTTULUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,BIGUTTULUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS BIGUTTULUS
ILYBIUS CONFUSUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS CONFUSUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,CONFUSUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS CONFUSUS
ILYBIUS DISCEDENS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS DISCEDENS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,DISCEDENS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS DISCEDENS
ILYBIUS ERICHSONI,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS ERICHSONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,ERICHSONI,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS ERICHSONI
ILYBIUS FRATERCULUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS FRATERCULUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,FRATERCULUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS FRATERCULUS
ILYBIUS GAGATES,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS GAGATES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,GAGATES,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS GAGATES
ILYBIUS IGNARUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS IGNARUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,IGNARUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS IGNARUS
ILYBIUS INCARINATUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS INCARINATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,INCARINATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS INCARINATUS
ILYBIUS OBLITUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS OBLITUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,OBLITUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS OBLITUS
ILYBIUS OPACUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS OPACUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,OPACUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS OPACUS
ILYBIUS PICIPES,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS PICIPES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,PICIPES,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS PICIPES
ILYBIUS PLEURITICUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS PLEURITICUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,PLEURITICUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS PLEURITICUS
ILYBIUS SUBAENEUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-ILYBIUS SUBAENEUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,ILYBIUS,SUBAENEUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,ILYBIUS SUBAENEUS
