Taxon_Orig,OTU_TolAnal_v1,OTU_Regional_2025,Monotypic,Notes
ISOPERLA SIGNATA,ISOPERLA SIGNATA,ISOPERLA,,
ISOPERLA SLOSSONAE,ISOPERLA SLOSSONAE,ISOPERLA,,
Isoperla sp,ISOPERLA,ISOPERLA,,
Isoperla sp.,ISOPERLA,ISOPERLA,,
Isoperla sp. (dicala Frison),ISOPERLA DICALA,ISOPERLA,,
Isoperla transmarina,ISOPERLA TRANSMARINA,ISOPERLA,,
Isoperla/Clioperla,PERLODIDAE,PERLODIDAE,,
ISOPODA,DNI,ISOPODA,,
Isopoda (sowbugs),DNI,ISOPODA,,
Isotoma,DNI,COLLEMBOLA,,
ISOTOMIDAE,DNI,COLLEMBOLA,,
ISOTOMURUS,DNI,COLLEMBOLA,,
Iswaeon,ISWAEON ANOKA,ISWAEON ANOKA,REGIONALLY,
Iswaeon anoka,ISWAEON ANOKA,ISWAEON ANOKA,REGIONALLY,
Iswaeon sp.,ISWAEON ANOKA,ISWAEON ANOKA,REGIONALLY,
ITHYTRICHIA,ITHYTRICHIA,ITHYTRICHIA,,
Ithytrichia clavata,ITHYTRICHIA CLAVATA,ITHYTRICHIA,,
JENKINSHELEA,CERATOPOGONINAE,CERATOPOGONINAE,,
JENKINSHELEA ALBARIA,CERATOPOGONINAE,CERATOPOGONINAE,,
JENKINSHELEA MAGNIPENNIS,CERATOPOGONINAE,CERATOPOGONINAE,,
JOHANNSENOMYIA,CERATOPOGONINAE,CERATOPOGONINAE,,
JOHANNSENOMYIA ANNULICORNIS,CERATOPOGONINAE,CERATOPOGONINAE,,
JOHANNSENOMYIA ARGENTATA,CERATOPOGONINAE,CERATOPOGONINAE,,
KIEFFERULUS,KIEFFERULUS,KIEFFERULUS,,
Kiefferulus (K.) dux,KIEFFERULUS DUX,KIEFFERULUS,,
KIEFFERULUS (KIEFFERULUS),KIEFFERULUS (KIEFFERULUS),KIEFFERULUS,,
KIEFFERULUS (KIEFFERULUS) DUX,KIEFFERULUS DUX,KIEFFERULUS,,
KIEFFERULUS (WIRTHIELLA),KIEFFERULUS (WIRTHIELLA),KIEFFERULUS,,
KIEFFERULUS (WIRTHIELLA) PUNGENS,KIEFFERULUS PUNGENS,KIEFFERULUS,,
KIEFFERULUS DUX,KIEFFERULUS DUX,KIEFFERULUS,,
KIEFFERULUS PUNGENS,KIEFFERULUS PUNGENS,KIEFFERULUS,,
Kiefferulus sp,KIEFFERULUS,KIEFFERULUS,,
KLOOSIA,KLOOSIA,KLOOSIA,,
Kloosia sp,KLOOSIA,KLOOSIA,,
Kloosia/Harnischia,ORTHOCLADIINAE,ORTHOCLADIINAE,,
KOENIKEA,KOENIKEA,KOENIKEA,,
Koenikea sp.,KOENIKEA,KOENIKEA,,
KRENDOWSKIA,KRENDOWSKIA,KRENDOWSKIA,,
KRENDOWSKIIDAE,KRENDOWSKIIDAE,KRENDOWSKIIDAE,,
KRENOPELOPIA,KRENOPELOPIA,KRENOPELOPIA,,
KRENOPELOPIA HUDSONI,KRENOPELOPIA HUDSONI,KRENOPELOPIA,,
Krenopelopia sp,KRENOPELOPIA,KRENOPELOPIA,,
Krenopelopia sp.,KRENOPELOPIA,KRENOPELOPIA,,
Krenopsectra/Micropsectra,TANYTARSINI,TANYTARSINI,,
KRENOSMITTIA,KRENOSMITTIA,KRENOSMITTIA,,
Krenosmittia sp,KRENOSMITTIA,KRENOSMITTIA,,
Kribiodorum,KRIBIODORUM PERPULCHRUM,KRIBIODORUM PERPULCHRUM,,Non-native to R5
Kribiodorum perpulchrum,KRIBIODORUM PERPULCHRUM,KRIBIODORUM PERPULCHRUM,,Non-native to R5
LABIOBAETIS,LABIOBAETIS,LABIOBAETIS,,
Labiobaetis dardanus,LABIOBAETIS DARDANUS,LABIOBAETIS DARDANUS,,requires slide mount for sp. level ID
Labiobaetis ephippiatus,LABIOBAETIS EPHIPPIATUS,LABIOBAETIS EPHIPPIATUS,,requires slide mount for sp. level ID
Labiobaetis frondalis,LABIOBAETIS FRONDALIS,LABIOBAETIS FRONDALIS,,requires slide mount for sp. level ID
Labiobaetis longipalpus,LABIOBAETIS LONGIPALPUS,LABIOBAETIS LONGIPALPUS,,requires slide mount for sp. level ID
Labiobaetis propinquus,LABIOBAETIS PROPINQUUS,LABIOBAETIS PROPINQUUS,,requires slide mount for sp. level ID
LABIOBAETIS PROPINQUUS-GROUP,LABIOBAETIS PROPINQUUS,LABIOBAETIS PROPINQUUS,,requires slide mount for sp. level ID
Labiobaetis sp,LABIOBAETIS,LABIOBAETIS,,
Labrundinea neopilosella,LABRUNDINIA NEOPILOSELLA,LABRUNDINIA,,
LABRUNDINIA,LABRUNDINIA,LABRUNDINIA,,
Labrundinia becki,LABRUNDINIA BECKI,LABRUNDINIA,,
Labrundinia johannseni,LABRUNDINIA JOHANNSENI,LABRUNDINIA,,
Labrundinia longipalpis,LABRUNDINIA LONGIPALPIS,LABRUNDINIA,,
Labrundinia maculata,LABRUNDINIA MACULATA,LABRUNDINIA,,
Labrundinia neopilosella,LABRUNDINIA NEOPILOSELLA,LABRUNDINIA,,
Labrundinia pilosella,LABRUNDINIA PILOSELLA,LABRUNDINIA,,
Labrundinia sp,LABRUNDINIA,LABRUNDINIA,,
Labrundinia sp.,LABRUNDINIA,LABRUNDINIA,,
Labrundinia virescens,LABRUNDINIA VIRESCENS,LABRUNDINIA,,
Labrundinia/Nilotanypus,TANYPODINAE,TANYPODINAE,,
LACCOBIUS,LACCOBIUS,LACCOBIUS,,
Laccobius agilis,LACCOBIUS AGILIS,LACCOBIUS,,
LACCOBIUS ARENARIUS,LACCOBIUS ARENARIUS,LACCOBIUS,,
LACCOBIUS CINEREUS,LACCOBIUS CINEREUS,LACCOBIUS,,
LACCOBIUS CINEREUS COLUMBIANUS,LACCOBIUS CINEREUS,LACCOBIUS,,
LACCOBIUS FUSCIPUNCTATUS,LACCOBIUS FUSCIPUNCTATUS,LACCOBIUS,,
Laccobius minutoides,LACCOBIUS MINUTOIDES,LACCOBIUS,,
LACCOBIUS NEVADENSIS,LACCOBIUS NEVADENSIS,LACCOBIUS,,
LACCOBIUS NEVADENSIS MAGNUS,LACCOBIUS NEVADENSIS,LACCOBIUS,,
Laccobius reflexipenis,LACCOBIUS REFLEXIPENIS,LACCOBIUS,,
Laccobius sp,LACCOBIUS,LACCOBIUS,,
Laccobius sp.,LACCOBIUS,LACCOBIUS,,
Laccobius spangleri,LACCOBIUS SPANGLERI,LACCOBIUS,,
LACCOBIUS TRUNCATIPENNIS,LACCOBIUS TRUNCATIPENNIS,LACCOBIUS,,
Laccodytes,LACCODYTES,LACCODYTES,,
LACCOPHILUS,LACCOPHILUS,LACCOPHILUS,,
Laccophilus biguttatus,LACCOPHILUS BIGUTTATUS,LACCOPHILUS,,
Laccophilus biguttatus Kirby,LACCOPHILUS BIGUTTATUS,LACCOPHILUS,,
Laccophilus fasciatus,LACCOPHILUS FASCIATUS,LACCOPHILUS,,
Laccophilus fasciatus rufus,LACCOPHILUS FASCIATUS,LACCOPHILUS,,
Laccophilus maculosus,LACCOPHILUS MACULOSUS,LACCOPHILUS,,
Laccophilus maculosus maculosus,LACCOPHILUS MACULOSUS,LACCOPHILUS,,
Laccophilus maculosus Say,LACCOPHILUS MACULOSUS,LACCOPHILUS,,
Laccophilus proximus,LACCOPHILUS PROXIMUS,LACCOPHILUS,,
Laccophilus sp,LACCOPHILUS,LACCOPHILUS,,
Laccophilus sp.,LACCOPHILUS,LACCOPHILUS,,
LACCOPHILUS UNDATUS,LACCOPHILUS UNDATUS,LACCOPHILUS,,
LACCORNIS,LACCORNIS,LACCORNIS,,
LACCORNIS CONOIDEUS,LACCORNIS CONOIDEUS,LACCORNIS,,
LACCORNIS DELTOIDES,LACCORNIS DELTOIDES,LACCORNIS,,
LACCORNIS LATENS,LACCORNIS LATENS,LACCORNIS,,
Laccornis sp,LACCORNIS,LACCORNIS,,
Lachlania,LACHLANIA,LACHLANIA,,
Lacrophilus sp.,LACCOPHILUS,LACCOPHILUS,,
Lacunicambarus,LACUNICAMBARUS,LACUNICAMBARUS,,
Lacunicambarus diogenes,LACUNICAMBARUS DIOGENES,LACUNICAMBARUS,,
Lacunicambarus polychromatus,LACUNICAMBARUS POLYCHROMATUS,LACUNICAMBARUS,,
Lacunicambarus sp,LACUNICAMBARUS,LACUNICAMBARUS,,
Lacunicambarus thomai,LACUNICAMBARUS THOMAI,LACUNICAMBARUS,,
Ladena julia (Uhler),LADONA JULIA,LADONA,,
Ladona,LADONA,LADONA,,
Ladona julia,LADONA JULIA,LADONA,,
Ladona julia (Uhler),LADONA JULIA,LADONA,,
LAEVAPEX,LAEVAPEX,LAEVAPEX FUSCUS,REGIONALLY,
LAEVAPEX DIAPHANUS,LAEVAPEX FUSCUS,LAEVAPEX FUSCUS,REGIONALLY,jr. Syn
Laevapex fuscus,LAEVAPEX FUSCUS,LAEVAPEX FUSCUS,REGIONALLY,
Lampsilis,DNI,LAMPSILIS,,MUSSEL
Lampsilis cardium,DNI,LAMPSILIS CARDIUM,,MUSSEL
Lampsilis fasciola,DNI,LAMPSILIS FASCIOLA,,MUSSEL
LAMPSILIS HIGGINSI,DNI,LAMPSILIS HIGGINSI,,MUSSEL
LAMPSILIS OVATA,DNI,LAMPSILIS OVATA,,MUSSEL
LAMPSILIS RADIATA,DNI,LAMPSILIS RADIATA,,MUSSEL
Lampsilis siliquoidea,DNI,LAMPSILIS SILIQUOIDEA,,MUSSEL
LAMPSILIS TERES,DNI,LAMPSILIS TERES,,MUSSEL
Lampyridae,DNI,DNI,,TERRESTRIAL
Lampyridae (larvae),DNI,DNI,,TERRESTRIAL
Lampyridae_adult,DNI,DNI,,TERRESTRIAL
Lampyridae_larvae,DNI,DNI,,TERRESTRIAL
LANGESSA NOMOPHILALIS,DNI,LEPIDOPTERA,,
LANTHUS,LANTHUS,LANTHUS,,
Lanthus albistylus,STYLOGOMPHUS ALBISTYLUS,STYLOGOMPHUS ALBISTYLUS,,
Lanthus parvulus,LANTHUS PARVULUS,LANTHUS,,
Lanthus sp,LANTHUS,LANTHUS,,
Lanthus sp.,LANTHUS,LANTHUS,,
Lanx,ANCYLINAE,ANCYLINAE,,MidAtl - limpet but likely not Lanx sp.
LAPPODIAMESA,LAPPODIAMESA BOLTONI,LAPPODIAMESA BOLTONI,NEARCTIC,
LAPPODIAMESA BOLTONI,LAPPODIAMESA BOLTONI,LAPPODIAMESA BOLTONI,NEARCTIC,
LARSIA,LARSIA,LARSIA,,
LARSIA BERNERI,LARSIA BERNERI,LARSIA,,
LARSIA CANADENSIS,LARSIA CANADENSIS,LARSIA,,
Larsia decolorata,LARSIA DECOLORATA,LARSIA,,
Larsia indistincta,LARSIA INDISTINCTA,LARSIA,,
LARSIA PALLENS,LARSIA PALLENS,LARSIA,,
Larsia sp,LARSIA,LARSIA,,
Larsia sp.,LARSIA,LARSIA,,
LARSIA SP. A BILYJ IN PRESS,LARSIA,LARSIA,,
LARSIA SP. B BILYJ IN PRESS,LARSIA,LARSIA,,
larvae,DNI,DNI,,
Lasiodiamesa,LASIODIAMESA,LASIODIAMESA,,
LASMIGONA,LASMIGONA,LASMIGONA,,
Lasmigona complanata,LASMIGONA COMPLANATA,LASMIGONA COMPLANATA,,
LASMIGONA COMPLANATA COMPLANATA,LASMIGONA COMPLANATA,LASMIGONA COMPLANATA,,
Lasmigona compressa,LASMIGONA COMPRESSA,LASMIGONA COMPRESSA,,
Lasmigona costata,LASMIGONA COSTATA,LASMIGONA COSTATA,,
LAUTERBORNIELLA,LAUTERBORNIELLA,LAUTERBORNIELLA,,
Lauterborniella agrayloides,LAUTERBORNIELLA AGRAYLOIDES,LAUTERBORNIELLA,,
Lauterborniella sp.,LAUTERBORNIELLA,LAUTERBORNIELLA,,
LAUTERBORNIELLA VARIPENNIS,LAUTERBORNIELLA VARIPENNIS,LAUTERBORNIELLA,,
LEBERTIA,LEBERTIA,LEBERTIA,,
Lebertia sp.,LEBERTIA,LEBERTIA,,
LEBERTIIDAE,LEBERTIIDAE,LEBERTIIDAE,,
LEIODIDAE,LEIODIDAE,LEIODIDAE,,
LEJOPS,SYRPHIDAE,SYRPHIDAE,,
LEJOPS BILINEARIS,LEJOPS BILINEARIS,SYRPHIDAE,,
LEJOPS CHRYSOSTOMUS,LEJOPS CHRYSOSTOMUS,SYRPHIDAE,,
LEJOPS DISTINCTUS,LEJOPS DISTINCTUS,SYRPHIDAE,,
LEJOPS LINEATUS,LEJOPS LINEATUS,SYRPHIDAE,,
LEJOPS LUNULATUS,LEJOPS LUNULATUS,SYRPHIDAE,,
LEPIDOPTERA,LEPIDOPTERA,LEPIDOPTERA,,
Lepidoptera (moths),LEPIDOPTERA,LEPIDOPTERA,,
LEPIDOSTOMA,LEPIDOSTOMA,LEPIDOSTOMA,,
LEPIDOSTOMA BRYANTI,LEPIDOSTOMA BRYANTI,LEPIDOSTOMA,,
LEPIDOSTOMA CINEREUM,LEPIDOSTOMA CINEREUM,LEPIDOSTOMA,,
LEPIDOSTOMA COSTALE,LEPIDOSTOMA COSTALE,LEPIDOSTOMA,,
LEPIDOSTOMA GRISEUM,LEPIDOSTOMA GRISEUM,LEPIDOSTOMA,,
LEPIDOSTOMA LIBUM,LEPIDOSTOMA LIBUM,LEPIDOSTOMA,,
LEPIDOSTOMA SACKENI,LEPIDOSTOMA SACKENI,LEPIDOSTOMA,,
Lepidostoma sp,LEPIDOSTOMA,LEPIDOSTOMA,,
Lepidostoma sp.,LEPIDOSTOMA,LEPIDOSTOMA,,
Lepidostoma spp.,LEPIDOSTOMA,LEPIDOSTOMA,,
LEPIDOSTOMA TOGATUM,LEPIDOSTOMA TOGATUM,LEPIDOSTOMA,,
LEPIDOSTOMA UNICOLOR,LEPIDOSTOMA UNICOLOR,LEPIDOSTOMA,,
LEPIDOSTOMA VERNALE,LEPIDOSTOMA VERNALE,LEPIDOSTOMA,,
LEPIDOSTOMATIDAE,LEPIDOSTOMATIDAE,LEPIDOSTOMATIDAE,,
Lepomis macrochirus,DNI,DNI,,FISH - bluegill
LEPTOCERIDAE,LEPTOCERIDAE,LEPTOCERIDAE,,
Leptocerus,LEPTOCERUS AMERICANUS,LEPTOCERUS AMERICANUS,NEARCTIC,
Leptocerus americanus,LEPTOCERUS AMERICANUS,LEPTOCERUS AMERICANUS,NEARCTIC,
Leptoconops,LEPTOCONOPS,LEPTOCONOPS,,
Leptodea,LEPTODEA,LEPTODEA,,
Leptodea fragilis,LEPTODEA FRAGILIS,LEPTODEA FRAGILIS,,
LEPTODEA LEPTODON,LEPTODEA LEPTODON,LEPTODEA LEPTODON,,
LEPTODORIDAE,DNI,DNI,,
Leptohyphes,LEPTOHYPHES,LEPTOHYPHES,,
LEPTOHYPHIDAE,LEPTOHYPHIDAE,LEPTOHYPHIDAE,,
LEPTOHYPHIDAE_NRSA,LEPTOHYPHIDAE,LEPTOHYPHIDAE,,
Leptophebia sp.,LEPTOPHLEBIA,LEPTOPHLEBIA,,
LEPTOPHLEBIA,LEPTOPHLEBIA,LEPTOPHLEBIA,,
Leptophlebia bradleyi,LEPTOPHLEBIA BRADLEYI,LEPTOPHLEBIA,,
Leptophlebia cupida,LEPTOPHLEBIA CUPIDA,LEPTOPHLEBIA,,
Leptophlebia nebulosa,LEPTOPHLEBIA NEBULOSA,LEPTOPHLEBIA,,
Leptophlebia sp,LEPTOPHLEBIA,LEPTOPHLEBIA,,
Leptophlebia sp.,LEPTOPHLEBIA,LEPTOPHLEBIA,,
LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,,
Leptophlibiidae,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,,
LEPTOPHYLAX,LEPTOPHYLAX GRACILIS,LEPTOPHYLAX GRACILIS,NEARCTIC,
LEPTOPHYLAX GRACILIS,LEPTOPHYLAX GRACILIS,LEPTOPHYLAX GRACILIS,NEARCTIC,
Leptopsilopa,EPHYDRIDAE,EPHYDRIDAE,,
Leptotarsus,LEPTOTARSUS,LEPTOTARSUS,,
LEPTOXIS,LEPTOXIS,LEPTOXIS,,
Leptoxis carinata,LEPTOXIS CARINATA,LEPTOXIS,,
Leptoxis dilatata,LEPTOXIS,LEPTOXIS,,
Leptoxis praerosa,LEPTOXIS PRAEROSA,LEPTOXIS,,
Leptoxis sp,LEPTOXIS,LEPTOXIS,,
Leptoxis trilineata,LEPTOXIS TRILINEATA,LEPTOXIS,,
LESTES,LESTES,LESTES,,
Lestes congener,LESTES CONGENER,LESTES,,
Lestes congener Hagen,LESTES CONGENER,LESTES,,
Lestes disjunctus,LESTES DISJUNCTUS,LESTES,,
Lestes disjunctus/ forcipatus/rectangularis,LESTES,LESTES,,
Lestes disjunctus/forcipatus/rectangularis,LESTES,LESTES,,
Lestes disjunctus/rectangularis,LESTES,LESTES,,
Lestes dryas,LESTES DRYAS,LESTES,,
Lestes dryas Kirby,LESTES DRYAS,LESTES,,
LESTES EURINUS,LESTES EURINUS,LESTES,,
LESTES FORCIPATUS,LESTES FORCIPATUS,LESTES,,
Lestes forcipatus/ disjunctus/rectangularis,LESTES,LESTES,,
Lestes forcipatus/disjunctus/rectangularis,LESTES,LESTES,,
LESTES INAEQUALIS,LESTES INAEQUALIS,LESTES,,
Lestes rectangularis,LESTES RECTANGULARIS,LESTES,,
Lestes sp,LESTES,LESTES,,
Lestes sp.,LESTES,LESTES,,
Lestes sp. (unguiculatus Hagen),LESTES UNGUICULATUS,LESTES,,
Lestes unguiculatus,LESTES UNGUICULATUS,LESTES,,
Lestes unguiculatus Hagen,LESTES UNGUICULATUS,LESTES,,
Lestes vigilax,LESTES VIGILAX,LESTES,,
LESTIDAE,LESTIDAE,LESTIDAE,,
Lethocerus,LETHOCERUS,LETHOCERUS,,
Lethocerus americanum,LETHOCERUS AMERICANUS,LETHOCERUS,,
Lethocerus americanus,LETHOCERUS AMERICANUS,LETHOCERUS,,
Lethocerus americanus (Leidy),LETHOCERUS AMERICANUS,LETHOCERUS,,
LETHOCERUS GRISEUS,LETHOCERUS GRISEUS,LETHOCERUS,,
Lethocerus sp,LETHOCERUS,LETHOCERUS,,
Lethocerus sp.,LETHOCERUS,LETHOCERUS,,
LETHOCERUS UHLERI,LETHOCERUS UHLERI,LETHOCERUS,,
Leucorrhenia intacta/proxima,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhenia sp.,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhenia sp. (intacta/proxima),LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhina sp.,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhina sp. (intacta/proxima),LEUCORRHINIA,LEUCORRHINIA,,
LEUCORRHINIA,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia frigida,LEUCORRHINIA FRIGIDA,LEUCORRHINIA FRIGIDA,,
Leucorrhinia frigida/hudsonica,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia frigida/intacta/proxima,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia glacialis,LEUCORRHINIA GLACIALIS,LEUCORRHINIA GLACIALIS,,
Leucorrhinia glacialis Hagen,LEUCORRHINIA GLACIALIS,LEUCORRHINIA GLACIALIS,,
Leucorrhinia glacialis/hudsonica,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia glacialis/hudsonica intacta/proxima/frigida,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia hudsonica,LEUCORRHINIA HUDSONICA,LEUCORRHINIA HUDSONICA,,
Leucorrhinia hudsonica/glacialis,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia intacta,LEUCORRHINIA INTACTA,LEUCORRHINIA INTACTA,,
Leucorrhinia intacta/proxima,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia intacta/proxima/frigida,LEUCORRHINIA,LEUCORRHINIA,,
LEUCORRHINIA PATRICIA,LEUCORRHINIA PATRICIA,LEUCORRHINIA PATRICIA,,
Leucorrhinia proxima,LEUCORRHINIA PROXIMA,LEUCORRHINIA PROXIMA,,
Leucorrhinia proxima Calvert,LEUCORRHINIA PROXIMA,LEUCORRHINIA PROXIMA,,
Leucorrhinia sp,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia sp.,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia sp. (glacialis Hagen),LEUCORRHINIA GLACIALIS,LEUCORRHINIA GLACIALIS,,
Leucorrhinia sp. (intacta/proxima),LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia sp. (patricia Walker),LEUCORRHINIA PATRICIA,LEUCORRHINIA PATRICIA,,
Leucorrhinia sp. (proxima/intacta),LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia sp.(instabilis/proximus),LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia sp.(proxima/intacta),LEUCORRHINIA,LEUCORRHINIA,,
Leucorrhinia/Sympetrum,LIBELLULIDAE,LIBELLULIDAE,,
Leucorrhiniaq sp.,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrihinia,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrihinia frigida,LEUCORRHINIA FRIGIDA,LEUCORRHINIA FRIGIDA,,
Leucorrihinia sp.,LEUCORRHINIA,LEUCORRHINIA,,
Leucorrihinia sp. (proxima/intacta),LEUCORRHINIA,LEUCORRHINIA,,
LEUCOTRICHIA,LEUCOTRICHIA PICTIPES,LEUCOTRICHIA PICTIPES,REGIONALLY,
Leucotrichia pictipes,LEUCOTRICHIA PICTIPES,LEUCOTRICHIA PICTIPES,REGIONALLY,
Leucotrichia sp.,LEUCOTRICHIA PICTIPES,LEUCOTRICHIA PICTIPES,,
LEUCROCUTA,LEUCROCUTA,LEUCROCUTA,,
Leucrocuta aphrodite,LEUCROCUTA,LEUCROCUTA,,
Leucrocuta hebe,LEUCROCUTA,LEUCROCUTA,,
Leucrocuta hebe (McD.) (new),LEUCROCUTA,LEUCROCUTA,,
Leucrocuta maculipennis,LEUCROCUTA MACULIPENNIS,LEUCROCUTA,,
Leucrocuta sp,LEUCROCUTA,LEUCROCUTA,,
Leucrocuta sp.,LEUCROCUTA,LEUCROCUTA,,
Leucrocuta thetis,LEUCROCUTA THETIS,LEUCROCUTA,,
Leucrocuta/Afghanurus,HEPTAGENIIDAE,HEPTAGENIIDAE,,
Leucrocuta/Nixe,HEPTAGENIIDAE,HEPTAGENIIDAE,,
LEUCTRA,LEUCTRA,LEUCTRA,,
Leuctra ferruginea,LEUCTRA FERRUGINEA,LEUCTRA,,
LEUCTRA SIBLEYI,LEUCTRA SIBLEYI,LEUCTRA,,
Leuctra sp,LEUCTRA,LEUCTRA,,
Leuctra sp.,LEUCTRA,LEUCTRA,,
Leuctra tenella,LEUCTRA TENELLA,LEUCTRA,,
Leuctra tenuis,LEUCTRA TENUIS,LEUCTRA,,
Leuctra truncata,LEUCTRA TRUNCATA,LEUCTRA,,
LEUCTRIDAE,LEUCTRIDAE,LEUCTRIDAE,,
LIBELLULA,LIBELLULA,LIBELLULA,,
LIBELLULA AURIPENNIS,LIBELLULA AURIPENNIS,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula cyanea,LIBELLULA CYANEA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
LIBELLULA INCESTA,LIBELLULA INCESTA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula luctosa,LIBELLULA LUCTUOSA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula luctuosa,LIBELLULA LUCTUOSA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
LIBELLULA PULCHELLA,LIBELLULA PULCHELLA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula quadrimaculata,LIBELLULA QUADRIMACULATA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula semifasciata,LIBELLULA SEMIFASCIATA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula semifasciata Burmeister,LIBELLULA SEMIFASCIATA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula sp,LIBELLULA,LIBELLULA,,
Libellula sp.,LIBELLULA,LIBELLULA,,
Libellula sp. (semifasciata),LIBELLULA SEMIFASCIATA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
Libellula sp. pulchella Drury,LIBELLULA PULCHELLA,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
LIBELLULA VIBRANS,LIBELLULA VIBRANS,LIBELLULA,,"species are dooable with new keys, but takes substantial effort"
LIBELLULIDAE,LIBELLULIDAE,LIBELLULIDAE,,
Libellulidae small u. d. nymphs,LIBELLULIDAE,LIBELLULIDAE,,
Libellulidae sp.,LIBELLULIDAE,LIBELLULIDAE,,
Libellulidae/Corduliidae,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE/CORDULIIDAE,,
Libellulinae,LIBELLULIDAE,LIBELLULIDAE,,
Libellulla sp.,LIBELLULA,LIBELLULA,,
Libuellula sp.,LIBELLULA,LIBELLULA,,
LIGUMIA,DNI,LIGUMIA,,MUSSEL
Ligumia recta,DNI,LIGUMIA RECTA,,MUSSEL
Limax,DNI,DNI,,land slug
Limax sp.,DNI,DNI,,Land slug
LIMNEPHILIDAE,LIMNEPHILIDAE,LIMNEPHILIDAE,,
Limnephilidae  sp.,LIMNEPHILIDAE,LIMNEPHILIDAE,,
Limnephilidae (too immature),LIMNEPHILIDAE,LIMNEPHILIDAE,,
Limnephilis sp.,LIMNEPHILUS,LIMNEPHILUS,,
Limnephilis spp.,LIMNEPHILUS,LIMNEPHILUS,,
Limnephilius indivisus,LIMNEPHILUS INDIVISUS,LIMNEPHILUS,,
Limnephiloidea,DNI,LIMNEPHILOIDEA,,
LIMNEPHILUS,LIMNEPHILUS,LIMNEPHILUS,,
LIMNEPHILUS ARGENTEUS,LIMNEPHILUS ARGENTEUS,LIMNEPHILUS,,
Limnephilus canadensis,LIMNEPHILUS CANADENSIS,LIMNEPHILUS,,
LIMNEPHILUS DISPAR,LIMNEPHILUS DISPAR,LIMNEPHILUS,,
LIMNEPHILUS EXTERNUS,LIMNEPHILUS EXTERNUS,LIMNEPHILUS,,
Limnephilus extractus,LIMNEPHILUS EXTRACTUS,LIMNEPHILUS,,
LIMNEPHILUS HYALINUS,LIMNEPHILUS HYALINUS,LIMNEPHILUS,,
Limnephilus indivisus,LIMNEPHILUS INDIVISUS,LIMNEPHILUS,,
Limnephilus indivisus/rhombicus,LIMNEPHILUS,LIMNEPHILUS,,
LIMNEPHILUS INFERNALIS,LIMNEPHILUS INFERNALIS,LIMNEPHILUS,,
LIMNEPHILUS JANUS,LIMNEPHILUS JANUS,LIMNEPHILUS,,
LIMNEPHILUS MOESTUS,LIMNEPHILUS MOESTUS,LIMNEPHILUS,,
LIMNEPHILUS ORNATUS,LIMNEPHILUS ORNATUS,LIMNEPHILUS,,
LIMNEPHILUS PARTITUS,LIMNEPHILUS PARTITUS,LIMNEPHILUS,,
LIMNEPHILUS PARVULUS,LIMNEPHILUS PARVULUS,LIMNEPHILUS,,
LIMNEPHILUS PERPUSILLUS,LIMNEPHILUS PERPUSILLUS,LIMNEPHILUS,,
Limnephilus rhombicus,LIMNEPHILUS RHOMBICUS,LIMNEPHILUS,,
LIMNEPHILUS SECLUDENS,LIMNEPHILUS SECLUDENS,LIMNEPHILUS,,
LIMNEPHILUS SERICEUS,LIMNEPHILUS SERICEUS,LIMNEPHILUS,,
Limnephilus sp,LIMNEPHILUS,LIMNEPHILUS,,
Limnephilus sp.,LIMNEPHILUS,LIMNEPHILUS,,
Limnephilus sp. (spotted head),LIMNEPHILUS,LIMNEPHILUS,,
