TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TolVal,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
PARAGNETINA,Genus,FALSE,3,,PR,MODNR; OK; Tward; NRSA,CN,Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA,,,,,,,,,,,
PARAGNETINA KANSENSIS,Species,FALSE,3,,PR,MODNR; OK; Tward; NRSA,CN,Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA,2,1,2,1,1,3,2,1,3,1.666666667,2
PARAKIEFFERIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAKIEFFERIELLA,5,2,2,3,2,3,3,2,3,2.5,6
PARALAUTERBORNIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARALAUTERBORNIELLA,5,3,3,1,3,3,3,1,3,2.666666667,6
PARALEPTOPHLEBIA,Genus,FALSE,3,,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,PARALEPTOPHLEBIA,2,2,1,0,1,2,3,0,3,1.5,3
PARAMERINA,Genus,FALSE,4,4_middle,PR,MN; Tward; NRSA,SP,OK; MN; Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PARAMERINA,5,2,3,1,3,3,3,1,3,2.5,6
PARAMETRIOCNEMUS,Genus,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAMETRIOCNEMUS,2,3,2,1,2,3,3,1,3,2.333333333,6
PARANAIS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,PARANAIS,5,,,,,,,,,,10
PARAPHAENOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAPHAENOCLADIUS,5,2,2,1,2,2,3,1,3,2,6
PARATANYTARSUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",NE; OK; MN; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,5,3,2,3,2,3,3,2,3,2.666666667,6
PARATENDIPES,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARATENDIPES,5,3,2,1,2,3,3,1,3,2.333333333,6
PELOCORIS,Genus,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,,PELOCORIS,,,,,,,,,,,
PELOCORIS FEMORATUS,Species,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,,PELOCORIS,NA,2,4,3,3,3,3,2,4,3,99
PELONOMUS,Genus,FALSE,,NA,NA,mixed,CB,NE; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,PELONOMUS,,,,,,,,,,,
PELONOMUS OBSCURUS,Species,FALSE,,NA,NA,mixed,CB,NE; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,PELONOMUS,NA,2,5,2,3,3,4,2,5,3.166666667,4
PELTODYTES,Genus,FALSE,4,4_worse,"SH,PH",NE; MODNR; OK; MN; NRSA,"CB,CN",OK; MN; Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,3,4,3,3,3,3,3,4,3.166666667,99
PELTODYTES DUNAVANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,,,,,,,,,,99
PELTODYTES DUODECIMPUNCTATUS,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,,,,,,,,,,99
PELTODYTES DUODECIMPUNCTATUS/LENGI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,,,,,,,,,,
PELTODYTES EDENTULUS,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,3,4,3,3,3,3,3,4,3.166666667,99
PELTODYTES LENGI,Species,FALSE,4,4_worse,"SH,PH",OK; MN; NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,3,4,4,3,3,3,3,4,3.333333333,99
PELTODYTES LITORALIS,Species,FALSE,4,4_worse,"SH,PH",OK; NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,3,4,3,3,3,3,3,4,3.166666667,99
PELTODYTES SEXMACULATUS,Species,FALSE,4,4_worse,"SH,PH",OK; MN; NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,3,4,3,3,3,3,3,4,3.166666667,99
PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,,,,,,,,,,
PELTODYTES SHERMANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES,6,,,,,,,,,,99
PENTACORA,Genus,FALSE,4,4_middle,PR,MODNR; Tward,CB,Tward,NA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,PENTACORA,5,3,5,4,5,4,4,3,5,4.166666667,99
PENTAGENIA,Genus,FALSE,,NA,CG,IA; NE; Tward; NRSA,BU,NE; OK; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,PALINGENIIDAE,,,PENTAGENIA,NA,3,0,2,0,3,4,0,4,2,3
PENTAGENIA VITTIGERA,Species,FALSE,,NA,CG,IA; NE; MODNR; Tward; NRSA,BU,NE; MODNR; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,PALINGENIIDAE,,,PENTAGENIA,NA,3,0,2,0,3,4,0,4,2,3
PENTANEURA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA,5,2,3,3,3,2,3,2,3,2.666666667,6
PERICOMA,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,PERICOMA,6,,,,,,,,,,10
PERITHEMIS,Genus,FALSE,4,4_middle,PR,NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PERITHEMIS,,,,,,,,,,,
PERITHEMIS TENERA,Species,FALSE,4,4_middle,PR,NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PERITHEMIS,5,3,3,2,2,3,4,2,4,2.833333333,4
PERLESTA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLESTA,4,2,2,2,1,3,3,1,3,2.166666667,2
PERLIDAE,Family,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; NRSA,CN,OK; MN,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,,4,1,2,1,1,2,3,1,3,1.666666667,
PERLINELLA,Genus,FALSE,3,,PR,IA; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA,2,0,2,1,1,2,2,0,2,1.333333333,2
PERLINELLA DRYMO,Species,FALSE,3,,PR,IA; MODNR; Tward; NRSA,CN,IA; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA,2,0,2,1,1,2,2,0,2,1.333333333,2
PERLODIDAE,Family,FALSE,3,,PR,IA; MODNR; OK; MN; NRSA,CN,IA; NE; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,,2,1,2,1,1,3,2,1,3,1.666666667,
PETROPHILA,Genus,FALSE,3,,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,CB,OK; MN; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,,PETROPHILA,2,1,2,1,2,2,3,1,3,1.833333333,99
PHAENOPSECTRA,Genus,FALSE,4,4_middle,"CG,SC",NE; MODNR; OK; NRSA; MN,CN,OK; MN; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,5,4,2,1,2,3,4,1,4,2.666666667,6
PHAENOPSECTRA/TRIBELOS,Genus,FALSE,4,4_middle,"CG,SC",NRSA,"CN,BU",NRSA,multi,"Tward, based on Phaenopsectra",FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA/TRIBELOS,5,,,,,,,,,,
PHILOPOTAMIDAE,Family,FALSE,3,,CF,IA; MODNR; OK; MN,CN,IA; OK; MN,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,,2,1,2,1,1,2,4,1,4,1.833333333,
PHYSELLA,Genus,FALSE,5,,SC,NE; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,PHYSELLA,8,,,,,,,,,,9
PHYSELLA GYRINA,Species,FALSE,5,,SC,OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,PHYSELLA,8,,,,,,,,,,9
PHYSIDAE,Family,FALSE,5,,SC,IA; NE; OK; MN; NRSA,CB,OK; MN,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,,8,,,,,,,,,,
PILARIA,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PILARIA,5,3,2,2,2,3,2,2,3,2.333333333,4
PISCICOLIDAE,Family,FALSE,,NA,PR,NE; OK; MN,CB,MN,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,PISCICOLIDAE,,,,5,,,,,,,,,,
PISIDIIDAE,Family,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; ;,BU,NE; MN,NA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,,5,,,,,,,,,,
PISIDIUM,Genus,FALSE,4,4_middle,CF,IA; NE; OK; MN; NRSA,BU,NE; OK; MN; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,PISIDIUM,5,,,,,,,,,,5
PISIDIUM COMPRESSUM,Species,FALSE,4,4_middle,CF,NE; NRSA,BU,NE; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,PISIDIUM,5,,,,,,,,,,5
PLACOBDELLA,Genus,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,OK; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,PLACOBDELLA,7,,,,,,,,,,9
PLACOBDELLA PARASITICA,Species,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,PLACOBDELLA,7,,,,,,,,,,9
PLANARIIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR,SP,NE; OK,NA,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,,5,,,,,,,,,,
PLANORBELLA,Genus,FALSE,4,4_worse,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBELLA,6,,,,,,,,,,6
PLANORBELLA TRIVOLVIS,Species,FALSE,4,4_worse,SC,IA; NE; OK; MN; NRSA,CB,MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBELLA,6,,,,,,,,,,6
PLANORBIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,,5,,,,,,,,,,
PLATHEMIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward;,SP,NE; MODNR; MN; Tward,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS,5,3,3,4,3,3,3,3,4,3.166666667,4
PLATHEMIS LYDIA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward,SP,MN; Tward,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS,5,4,3,5,3,3,3,3,5,3.5,4
PLATHEMIS SUBORNATA,Species,FALSE,4,4_middle,PR,OK; Tward,SP,Tward,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS,5,2,3,2,3,3,3,2,3,2.666666667,4
PLATYVELIA,Genus,FALSE,4,4_middle,PR,MODNR; Tward,SK,MODNR; Tward,NA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,PLATYVELIA,5,,,,,,,,,,99
PLAUDITUS,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward,SW,MODNR; OK; MN; Tward; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PLAUDITUS,5,,,,,,,,,,4
PLECOPTERA,Order,FALSE,,NA,PR,MN,CN,IA; OK; MN,NA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,,,,,NA,,,,,,,,,,
PLEIDAE,Family,FALSE,4,4_worse,PR,NE; MN; NRSA,SW,NE; OK; MN,"multi,uni",NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,,6,3,3,2,3,3,3,2,3,2.833333333,
PLEUROCERA,Genus,FALSE,4,4_better,SC,IA; OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,PLEUROCERA,,,,,,,,,,,
PLEUROCERA ACUTA,Species,FALSE,4,4_better,SC,IA; OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,PLEUROCERA,4,,,,,,,,,,4
POLYCENTROPODIDAE,Family,FALSE,4,4_middle,CF,MODNR; OK; MN,CN,IA; NE; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,,5,2,3,2,2,2,2,2,3,2.166666667,
POLYCENTROPUS,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,POLYCENTROPUS,2,2,3,4,2,1,1,1,4,2.166666667,4
POLYMITARCYIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,,5,2,0,2,0,3,3,0,3,1.666666667,
POLYPEDILUM,Genus,FALSE,4,4_middle,"SH,CG",NE; MODNR; MN; NRSA; Tward,"CB,CN",OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,3,3,3,3,3,3,3,3,3,6
POLYPEDILUM (ASHEUM) BECKAE,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (CEROBREGMA) ONTARIO,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (POLYPEDILUM),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (POLYPEDILUM) FALLAX GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,3,3,3,3,3,3,3,3,3,6
POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,Species,FALSE,4,4_worse,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,6,3,3,3,3,3,3,3,3,3,3
POLYPEDILUM (POLYPEDILUM) TRIGONUS,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (TRIPODURA),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (TRIPODURA) HALTERALE GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,3,3,2,3,3,3,2,3,2.833333333,6
POLYPEDILUM (TRIPODURA) SCALAENUM GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,3,3,2,3,3,3,2,3,2.833333333,6
POLYPEDILUM (URESIPEDILUM),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,,,,,,,,,,6
POLYPEDILUM (URESIPEDILUM) CONVICTUM,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,5,3,3,3,3,3,3,3,3,3,6
POTAMYIA,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA,,,,,,,,,,,
POTAMYIA FLAVA,Species,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA,6,2,3,2,2,2,3,2,3,2.333333333,4
PRIONOCYPHON,Genus,FALSE,,NA,"SC,CF",Tward; NRSA,CB,OK; NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,PRIONOCYPHON,NA,4,4,4,3,4,3,3,4,3.666666667,99
PRISTINA,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,PRISTINA,5,,,,,,,,,,10
PROBEZZIA,Genus,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward,"BU,SP",IA; MN; Tward; NE,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,PROBEZZIA,5,3,3,3,3,3,4,3,4,3.166666667,10
PROBYTHINELLA,Genus,FALSE,,NA,SC,OK,NA,,NA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,PROBYTHINELLA,,,,,,,,,,,
PROBYTHINELLA EMARGINATA,Species,FALSE,,NA,SC,OK,NA,,NA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,PROBYTHINELLA,NA,,,,,,,,,,4
PROCAMBARUS,Genus,FALSE,,NA,CG,NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS,,,,,,,,,,,
PROCAMBARUS GRACILIS,Species,FALSE,,NA,CG,MODNR; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS,NA,,,,,,,,,,5
PROCAMBARUS SIMULANS,Species,FALSE,,NA,CG,NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS,NA,,,,,,,,,,5
PROCLADIUS,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS,5,3,3,3,3,4,4,3,4,3.333333333,6
PROCLOEON,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,SW,IA; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PROCLOEON,5,,,,,,,,,,4
PROGOMPHUS,Genus,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; ; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,PROGOMPHUS,,,,,,,,,,,
PROGOMPHUS OBSCURUS,Species,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; ; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,PROGOMPHUS,5,2,2,1,3,3,3,1,3,2.333333333,4
PROMENETUS,Genus,FALSE,4,4_worse,SC,IA; NE; MODNR; OK; MN; ; NRSA,CB,OK; MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PROMENETUS,6,,,,,,,,,,6
